nome,famiglia,quartiere,nobile,cerchio
Nicola di Guido,nan,ponte,No,C3
Nicola di Marzucco Bonconti,Bonconti,foriporta,No,C3
Nicola di Michele,nan,medio,No,C3
Nicola di Nerio Bambaroccio,nan,medio,No,C3
Nicola di Riccardino,nan,kinzica,No,C3
Nicola di Ser Betto Sardo,Sardo,kinzica,No,C3
Nicola di Ser Cecco Alliata,Alliata,foriporta,No,C3
Nicola di Ser Totto,nan,medio,No,C3
Nicolaus Bindi Geppi,nan,,No,C3
Nicolaus….,nan,medio,No,C3
Nino Capraria,nan,ponte,No,C3
Nino da Campo,nan,medio,No,C3
Nino del fu Guidone da Campo,da Campo,medio,No,C3
Nocchio di Bonfiglio,nan,ponte,No,C3
Nocco Pansiera del fu Signor Nicola da Avane,nan,ponte,No,C3
Nocco del fu Nocco da San Simone di Portamare,nan,,No,C3
Nocco di Bernardo,nan,ponte,No,C3
Nocco di Ser Lippo,nan,,No,C3
Nocco notaio e scriba del fu Ser Lippo Corassarii,nan,,No,C3
Nuccio Femminella,nan,kinzica,No,C3
Nuccio di Bettino,nan,kinzica,No,C3
Nuccio di Ser Iacopo,nan,kinzica,No,C3
Nuovo di Buti,nan,foriporta,No,C3
Nuto del fu Marco,nan,medio,No,C3
Oddo Falcone,Falcone,ponte,No,C3
Oddo del fu Vanni Zoppo,Zoppo,ponte,No,C3
Opizzo di Ser Bartolomeo Falcone,Falcone,ponte,No,C3
Paccione di Betto,nan,medio,No,C3
Paganello Aitante,nan,ponte,No,C3
Paganello di Lemmo,nan,kinzica,No,C3
Pagano del fu Rucchio da Palaia,nan,,No,C3
Paio di Nocchio,nan,kinzica,No,C3
Palmerino da Cascina,da Cascina,kinzica,No,C3
Pancaldo del fu Banduccio Berci da Vico,nan,,No,C3
Pangno di Blasio,nan,medio,No,C3
Pannello del fu Narduccio,nan,foriporta,No,C3
Paolo da Cascina,da Cascina,ponte,No,C3
Paolo del fu Ser Giovanni,nan,foriporta,No,C3
Paolo di Benedetto,nan,ponte,No,C3
Paolo di Cola Rustici,nan,ponte,No,C3
Paolo di Francesco,nan,foriporta,No,C3
Paolo di Gaddo,nan,ponte,No,C3
Paolo di Galgano,nan,foriporta,No,C3
Paolo di Poverino,nan,medio,No,C3
Paolo di Sasso,nan,ponte,No,C3
Paolo di Ser Vitale,nan,medio,No,C3
Paranzone Grasso,Grasso,medio,No,C3
Paranzone di Paranzone,nan,medio,No,C3
Pardo del fu Meo,nan,medio,No,C3
Pardo del fu Pacchione d'Appiano,nan,,No,C3
Pardo di Gerardo,nan,ponte,No,C3
Pardo di Gherardo,nan,ponte,No,C3
Pardo di Meo,nan,medio,No,C3
Parduccio di Pucciarello,nan,foriporta,No,C3
Parduccio di Pucciarello Bandini,nan,foriporta,No,C3
Pasquino di Piero,nan,ponte,No,C3
Pellaio di Tingo Griffi,Griffi,foriporta,No,C3
Perfetto Fracassa,nan,kinzica,No,C3
Peruccio di Nicoluccio,nan,medio,No,C3
Pessino di Pupo,nan,medio,No,C3
Piero,nan,medio,No,C3
Piero Bandelli,nan,ponte,No,C3
Piero Bartalo,nan,foriporta,No,C3
Piero Bindacci,Bindacci,kinzica,No,C3
Piero Grasso,Grasso,medio,No,C3
Piero Griffi,Griffi,foriporta,No,C3
Piero Malpiglio,Malpiglio,foriporta,No,C3
Piero Mosceriffo,nan,kinzica,No,C3
Piero Rau,nan,kinzica,No,C3
Piero Strenne,nan,medio,No,C3
Piero Zoppo,Zoppo,ponte,No,C3
Piero del fu Giovanni da Cievoli,nan,,No,C3
Piero del fu Giovanni da Luciana,nan,,No,C3
Piero del fu Sangaro,nan,medio,No,C3
Piero del fu Ser Albisselli del Rosso,del Rosso,foriporta,No,C3
Piero del fu Ser Betto da Calcinaia,nan,,No,C3
Piero del fu Ser Giovanni di Ser Ugo,nan,,No,C3
Piero del fu Vanni da Cascina,da Cascina,ponte,No,C3
Piero di Andrea,nan,foriporta,No,C3
Piero di Bandi da Lavaiano,nan,,No,C3
Piero di Bartalo,nan,foriporta,No,C3
Piero di Benvenuto di Vanni,nan,ponte,No,C3
Piero di Bonaccorso,nan,kinzica,No,C3
Piero di Cecco Garbesis,nan,,No,C3
Piero di Cecco Sampante,Sampante,medio,No,C3
Piero di Cola Galletti,nan,medio,No,C3
Piero di Dino da Montecastello,nan,,No,C3
Piero di Fallo,nan,ponte,No,C3
Piero di Federico,nan,foriporta,No,C3
Piero di Fortino,nan,medio,No,C3
Piero di Giacomucci,nan,kinzica,No,C3
Piero di Giovanni,nan,ponte,No,C3
Piero di Giuno,nan,ponte,No,C3
Piero di Giuntino,nan,medio,No,C3
Piero di Guardinuccio,nan,kinzica,No,C3
Piero di Guido,nan,kinzica,No,C3
Piero di Iacopo,nan,kinzica,No,C3
Piero di Iacopo Alliata,Alliata,medio,No,C3
Piero di Iacopuccio,nan,kinzica,No,C3
Piero di Lapo Griffi,Griffi,foriporta,No,C3
Piero di Lorenzo,nan,kinzica,No,C3
Piero di Marco,nan,foriporta,No,C3
Piero di Masino,nan,kinzica,No,C3
Piero di Mondella,nan,,No,C3
Piero di Mone,nan,ponte,No,C3
Piero di Neruccio Brigate,nan,medio,No,C3
Piero di Nicola,nan,medio,No,C3
Piero di Nicoluccio,nan,foriporta,No,C3
Piero di Nocchio,nan,kinzica,No,C3
Piero di Pessino,nan,kinzica,No,C3
Piero di Puccio di Pancaldo,nan,foriporta,No,C3
Piero di Puccio di Pandolfo,nan,ponte,No,C3
Piero di Ser Fanuccio Arciprete,nan,medio,No,C3
Piero di Ser Giovanni Ferradi,nan,medio,No,C3
Piero di Ser Mone,nan,ponte,No,C3
Piero di Ser Nicola,nan,medio,No,C3
Piero di Ser Nocchio,nan,kinzica,No,C3
Piero di Ser Simone,nan,kinzica,No,C3
Piero di Ser Taluccio,nan,kinzica,No,C3
Piero di Vanni,nan,ponte,No,C3
Piero di Vanni da Cascina,da Cascina,ponte,No,C3
Piero di Vannuccio,nan,medio,No,C3
Pietro Grasso,Grasso,medio,No,C3
Pietro Papa,Papa,ponte,No,C3
Pietro del Lante,del Lante,medio,No,C3
Pietro del fu Marco da Calci,nan,,No,C3
Pietro di Ghele di Ganto,nan,medio,No,C3
Pietro di Guidone Papa,Papa,ponte,No,C3
Pietro di Nicoluccio,nan,medio,No,C3
Primerano del fu Giani del Magrino,nan,medio,No,C3
Primo di Lapo,nan,ponte,No,C3
Puccetto,nan,foriporta,No,C3
Pucciarello del fu Vanni Giunta,nan,,No,C3
Pucciarello di Birado,nan,medio,No,C3
Pucciarello di Bonaccorso,nan,ponte,No,C3
Pucciarello di Falduccio,nan,ponte,No,C3
Pucciarello di Giovanni,nan,medio,No,C3
Pucciarello di Marco,nan,ponte,No,C3
Puccino,nan,ponte,No,C3
Puccino del fu Martino da Lari,da Lari,kinzica,No,C3
Puccino di Francesco,nan,foriporta,No,C3
Puccino di Ghinuccio,nan,ponte,No,C3
Puccino di Puccini,nan,ponte,No,C3
Puccio Bacio,nan,foriporta,No,C3
Puccio Banchi,nan,foriporta,No,C3
Puccio Bandini,nan,foriporta,No,C3
Puccio Cavalozari,nan,medio,No,C3
Puccio Pighinelli,nan,foriporta,No,C3
Puccio del fu Gondo del Vecchio,nan,,No,C3
Puccio di Baglione,nan,kinzica,No,C3
Puccio di Banco,nan,foriporta,No,C3
Puccio di Fieravanti,nan,medio,No,C3
Puccio di Ghinuccio,nan,ponte,No,C3
Puccio di Landuccio,nan,ponte,No,C3
Puccio di Lippo,nan,ponte,No,C3
Puccio di Paolo,nan,medio,No,C3
Puccio di Puccini,nan,ponte,No,C3
Puccio di Salvo,nan,foriporta,No,C3
Puccio di Sera,nan,kinzica,No,C3
Puccione Seghe,nan,medio,No,C3
Puccione del fu Bonaventura,nan,medio,No,C3
Pupo da Peccioli,nan,medio,No,C3
Quirico di Mone,nan,kinzica,No,C3
Ranieri Baronti,nan,medio,No,C3
Ranieri Gambacorta,Gambacorta,kinzica,No,C3
Ranieri Grasso,Grasso,foriporta,No,C3
Ranieri Murcio,Murcio,kinzica,No,C3
Ranieri da Campo,da Campo,foriporta,No,C3
Ranieri del fu Iacopo Sampante,Sampante,medio,No,C3
Ranieri del fu Nerio Ranieri da Morrona,nan,,No,C3
Ranieri del fu Ser Andrea Testarii,nan,,No,C3
Ranieri del fu Ser Lando Grasso,Grasso,foriporta,No,C3
Ranieri di Betto Alliata,Alliata,foriporta,No,C3
Ranieri di Ciolo da Seta,nan,,No,C3
Ranieri di Contro,nan,kinzica,No,C3
Ranieri di Galgano,nan,foriporta,No,C3
Ranieri di Giorgio,nan,kinzica,No,C3
Ranieri di Gregorio,nan,kinzica,No,C3
Ranieri di Maestro Coscio,nan,ponte,No,C3
Ranieri di Pietro,nan,foriporta,No,C3
Ranieri di Puccio,nan,medio,No,C3
Ranieri di Ser Bonaccorso di Lello,nan,medio,No,C3
Ranieri di Ser Fanuccio,nan,kinzica,No,C3
Ranieri di Ser Giovanni da Campo,da Campo,foriporta,No,C3
Ranieri di Ser Guido,nan,medio,No,C3
Ranieri di Ser Pardo da San Pietro,da San Pietro,kinzica,No,C3
Ranieri di Ser Ranieri Sciancato,Sciancato,foriporta,No,C3
Ranieri di Ugo da Cascina,da Cascina,foriporta,No,C3
Ricovero del fu Pacino,nan,ponte,No,C3
Ricuccio di Giovanni,nan,ponte,No,C3
Rodolfo di Guidone di Rodolfo,nan,kinzica,No,C3
Rosso Menabuoi,nan,ponte,No,C3
Rosso di Balduccio,nan,medio,No,C3
Salimbene di Amore,nan,foriporta,No,C3
Salvo di Cola,nan,foriporta,No,C3
Sanguigno di Puccio,nan,foriporta,No,C3
Ser Andrea de Appiano canc.,nan,,No,C3
Ser Andrea di Giovanni Bonconti,Bonconti,kinzica,No,C3
Ser Andrea di Mone Fabri,nan,ponte,No,C3
Ser Andrea di Ser Cecco Alliata,Alliata,foriporta,No,C3
Ser Antonius Iohannis mag. Ranaldi,nan,,No,C3
Ser Antonius Ser Taddei Cartellosi not. s.,nan,,No,C3
Ser Antonius f. Pauli Poverini not. et s.,nan,,No,C3
Ser Bacciameo Rustici,Rustici,ponte,No,C3
Ser Bacciameo del fu Urso,nan,medio,No,C3
Ser Bacciameo del fu Vanni Rustici,Rustici,ponte,No,C3
Ser Baldo da San Casciano,da San Casciano,medio,No,C3
Ser Bandino di Ser Martino,nan,kinzica,No,C3
Ser Banduccio Bonconti,Bonconti,foriporta,No,C3
Ser Banduccio di Ser Bartolomeo Bonconti,Bonconti,foriporta,No,C3
Ser Bartholomeus quondam Henrici de Montefuschuli,nan,,No,C3
Ser Bartolomeo,nan,kinzica,No,C3
Ser Bartolomeo Bonconti,Bonconti,foriporta,No,C3
Ser Bartolomeo Falcone,Falcone,ponte,No,C3
Ser Bartolomeo Gambacorta,Gambacorta,kinzica,No,C3
Ser Bartolomeo Grassolini,Grassolini,foriporta,No,C3
Ser Bartolomeo Malpiglio,Malpiglio,foriporta,No,C3
Ser Bartolomeo Zoppo,Zoppo,ponte,No,C3
Ser Bartolomeo del Signor Francesco Bonconti,Bonconti,foriporta,No,C3
Ser Bartolomeo del fu Enrico da Montefoscoli,nan,,No,C3
Ser Bartolomeo del fu Enrico da Montefoscoli / Ser Gualando di Nerio del Vesco,nan,,No,C3
Ser Bartolomeo del fu Ser Enrico da Montefoscoli,nan,,No,C3
Ser Bartolomeo di Ser Gerardo da Castello Anselmi,nan,kinzica,No,C3
Ser Benedetto di Iacopo,nan,medio,No,C3
Ser Benedetto di Ser Vanni Falcone,Falcone,ponte,No,C3
Ser Benedetto di Vitale,nan,ponte,No,C3
Ser Benegrande del Rosso,del Rosso,medio,No,C3
Ser Benincasa di Giuntarello da Castello di Castro,nan,kinzica,No,C3
Ser Benincasa di Meo Casone,nan,,No,C3
Ser Benincasa di Meo Casone / Spigliato di Bonnano,nan,,No,C3
Ser Bergo di Gante,nan,medio,No,C3
Ser Bernardo di Ser Leone,nan,kinzica,No,C3
Ser Betto Griffi,Griffi,foriporta,No,C3
Ser Betto Massensis de Seta,de Seta,medio,No,C3
Ser Betto di Ser Andrea Griffi,Griffi,foriporta,No,C3
Ser Betto di Ser Bindo Alliata,Alliata,foriporta,No,C3
Ser Bindo da Camugliano,nan,foriporta,No,C3
Ser Blasio Clavelli,nan,ponte,No,C3
Ser Bonaccorso Murcio,Murcio,kinzica,No,C3
Ser Bonagiunta Corassa,nan,kinzica,No,C3
Ser Bonaiuto di Stefano Bonaiuto,nan,,No,C3
Ser Bonaiuto di Stefano Bonaiuto / Ser Ferro del fu Sandro da Torciano,nan,,No,C3
Ser Bonuccio Bugarro,nan,medio,No,C3
Ser Buono,nan,foriporta,No,C3
Ser Cecco Alliata,nan,foriporta,No,C3
Ser Cecco Cinquina,Cinquina,kinzica,No,C3
Ser Cecco di Bindo Alliata,Alliata,foriporta,No,C3
Ser Cecco di Ferrante,nan,kinzica,No,C3
Ser Cecco di Ser Bindo Alliata,Alliata,foriporta,No,C3
Ser Chello di Ser Buono,nan,foriporta,No,C3
Ser Ciola di Giovanni Murcio,Murcio,kinzica,No,C3
Ser Ciolo Murcio,Murcio,kinzica,No,C3
Ser Cione di Piero,nan,ponte,No,C3
Ser Clerico,nan,foriporta,No,C3
Ser Cola Alliata,Alliata,foriporta,No,C3
Ser Cola Frandi,nan,ponte,No,C3
Ser Cola Grasso,Grasso,medio,No,C3
Ser Cola Mosca,nan,kinzica,No,C3
Ser Cola Sardo,Sardo,kinzica,No,C3
Ser Cola da Campo,da Campo,medio,No,C3
Ser Cola di Andreotto Galletti,Galletti,ponte,No,C3
Ser Cola di Pietro Balbanensis,nan,ponte,No,C3
Ser Cola di Ser Andreotto Galletti,Galletti,ponte,No,C3
Ser Colo Alliata,Alliata,foriporta,No,C3
Ser Coscio Griffi,Griffi,foriporta,No,C3
Ser Coscio del fu Cione da Lari,nan,,No,C3
Ser Coscio del fu Gaddo,nan,medio,No,C3
Ser Costantino del fu Ser Guidone Sardo,Sardo,kinzica,No,C3
Ser Domenico di Ildino,nan,kinzica,No,C3
Ser Enrico Malpiglio,Malpiglio,foriporta,No,C3
Ser Enrico da San Pietro,da San Pietro,kinzica,No,C3
Ser Enrico del fu Nino Malpiglio,Malpiglio,foriporta,No,C3
Ser Enrico del fu Parazone da Marti,nan,foriporta,No,C3
Ser Enrico di Ser Bonincontro da Ripa d'Arno,nan,,No,C3
Ser Fanuccio di Iacopo,nan,ponte,No,C3
Ser Fanuccio di Iacopo Canaparii,nan,ponte,No,C3
Ser Fanuccius f. Iacobi Canaparii not. et s.,nan,,No,C3
Ser Ferro del fu Sandro da Torciano,nan,,No,C3
Ser Filippo del fu Tingo Faccha,nan,foriporta,No,C3
Ser Filippo di Iacopo Bernardi,nan,ponte,No,C3
Ser Filippo di Ser Cola Bonconti,Bonconti,kinzica,No,C3
Ser Framuccius q. item Franuccii not.,nan,,No,C3
Ser Francesco Alliata,Alliata,foriporta,No,C3
Ser Francesco Faccha,nan,foriporta,No,C3
Ser Francesco Gambacorta,Gambacorta,kinzica,No,C3
Ser Francesco Griffi,Griffi,foriporta,No,C3
Ser Francesco Merolla da Vico,nan,,No,C3
Ser Francesco del fu Guidone Cavalca da Vico,nan,,No,C3
Ser Francesco del fu Guidone Cavalca da Vico / Ser Giovanni del fu Cecco Tegrimo da Vico,nan,,No,C3
Ser Francesco di Betto Alliata,Alliata,foriporta,No,C3
Ser Francesco di Caro,nan,foriporta,No,C3
Ser Francesco di Guidone Cavalca da Vico / Simone del fu Giovanni Corradi,nan,,No,C3
Ser Francesco di Piero,nan,kinzica,No,C3
Ser Francesco di Puccio da Cascina,da Cascina,medio,No,C3
Ser Francesco di Ranieri,nan,foriporta,No,C3
Ser Francesco di Ser Betto Alliata,Alliata,foriporta,No,C3
Ser Francesco di Ser Nerio da San Casciano,da San Casciano,kinzica,No,C3
Ser Francesco di Ser Ranieri da San Casciano,da San Casciano,kinzica,No,C3
Ser Francischus Bartali de Buiti,nan,,No,C3
Ser Francischus quondam Bartali de Buiti,nan,,No,C3
Ser Franciscus Bartali de Buiti,nan,,No,C3
Ser Franciscus not. q. Cei Geremie de Vico canc.,nan,,No,C3
Ser Gaddo Sasso,nan,medio,No,C3
Ser Gaetano del fu Cellino da Campo,da Campo,foriporta,No,C3
Ser Gerardo di Ser Baldo Da San Casciano,da San Casciano,medio,No,C3
Ser Gerardo di Ser Baldo da San Casciano,da San Casciano,medio,No,C3
Ser Gerardo di Ser Francesco di Ciardo,nan,foriporta,No,C3
Ser Ghele di Gante,nan,medio,No,C3
Ser Giovanni Alliata,Alliata,foriporta,No,C3
Ser Giovanni Bettino,nan,kinzica,No,C3
Ser Giovanni Bonconti,Bonconti,kinzica,No,C3
Ser Giovanni Cocco,nan,kinzica,No,C3
Ser Giovanni Ferradi da Vico,nan,,No,C3
Ser Giovanni Ferradi da Vico per il mese di settembre // Iacopo di Nicola da Peccioli per il mese di ottobre,nan,,No,C3
Ser Giovanni Ildebrandi,nan,ponte,No,C3
Ser Giovanni Pancaldo,nan,foriporta,No,C3
Ser Giovanni del fu Cecco Tegrimi da Vico,nan,,No,C3
Ser Giovanni del fu Cecco Tegrimi da Vico / Ser Bonaiuto di Stefano Bonaiuto,nan,,No,C3
Ser Giovanni del fu Cola Rolfi,nan,,No,C3
Ser Giovanni del fu Martino,nan,medio,No,C3
Ser Giovanni del fu Puccio,nan,kinzica,No,C3
Ser Giovanni di Cione Grasso,Grasso,ponte,No,C3
Ser Giovanni di Cola Rolfi della Torre,nan,kinzica,No,C3
Ser Giovanni di Nino Mini,nan,foriporta,No,C3
Ser Giovanni di Pino di Masseo,nan,medio,No,C3
Ser Giovanni di Tinuccio,nan,ponte,No,C3
Ser Giovanni di Tommaso,nan,foriporta,No,C3
Ser Gualando Del Vescovo,nan,,No,C3
Ser Gualando di Nerio del Vescho,nan,,No,C3
Ser Gualando di Nerio del Vescho / Ser Simone di Vanni di Corrado,nan,,No,C3
Ser Gualandus Del Veschovo not. canc. Nicolaus q. Fulci de Sancto Savino not. et s.,nan,,No,C3
Ser Guido del fu Iacopo di Guidone  da Campo,da Campo,kinzica,No,C3
Ser Guido del fu Ser Iacopo da Campo,da Campo,kinzica,No,C3
Ser Guido di Liuto,nan,medio,No,C3
Ser Iaco- bus de Appiano canc,nan,,No,C3
Ser Iaco- bus q. Ser Vannis de Appiano canc,nan,,No,C3
Ser Iacobo not. q. Ser Vannis not. de Appiano canc,nan,,No,C3
Ser Iacobo q. Vannis de Appiano canc.,nan,,No,C3
Ser Iacobus Coli Camicionis not. et s.,nan,,No,C3
Ser Iacobus Iohannis de Appiano canc,nan,,No,C3
Ser Iacobus Ser Iohannis de Appiano canc,nan,,No,C3
Ser Iacobus Ser Iohannis de Appiano canc.,nan,,No,C3
Ser Iacobus Ser Van- nis de Appiano canc.,nan,,No,C3
Ser Iacobus Ser Vannis de Ap- piano canc,nan,,No,C3
Ser Iacobus Ser Vannis de Appiano canc,nan,,No,C3
Ser Iacobus Ser Vannis de Appiano canc.,nan,,No,C3
Ser Iacobus de Appiano canc,nan,,No,C3
Ser Iacobus de Appiano canc.,nan,,No,C3
Ser Iacobus de Appiano. canc.,nan,,No,C3
Ser Iacobus de Appiano not. canc.,nan,,No,C3
Ser Iacobus not. q. Ser Vannis de Appiano canc.,nan,,No,C3
Ser Iacobus olim Ser Van- nis de Appiano canc.,nan,,No,C3
Ser Iacobus olim Ser Vannis de Appiano canc,nan,,No,C3
Ser Iacobus olim Ser Vannis de Appiano canc.,nan,,No,C3
Ser Iacobus olim Vannis de Appiano canc.,nan,,No,C3
Ser Iacobus not. olim Ser Iohannis de Appianno canc,nan,,No,C3
Ser Iacobus not. olim Ser Vannis de Appiano canc,nan,,No,C3
Ser Iacobus not. olim Ser Vannis de Appiano canc.,nan,,No,C3
Ser Iacobus not. q. D. Ser Vannis de Appiano canc,nan,,No,C3
Ser Iacobus not. q. Ser Vannis de Appiano,nan,,No,C3
Ser Iacobus not. q. Ser Vannis de Appiano canc,nan,,No,C3
Ser Iacobus not. q. Ser Vannis de Appiano canc.,nan,,No,C3
Ser Iacobus q. Ser Vannis de Appiano canc,nan,,No,C3
Ser Iacobus q. Ser Vannis de Appiano canc.,nan,,No,C3
Ser Iacobus q. Vannis de Appiano canc,nan,,No,C3
Ser Iacobus q. Vannis de Appiano canc.,nan,,No,C3
Ser Iacopo Alliata,Alliata,foriporta,No,C3
Ser Iacopo Falcone,Falcone,ponte,No,C3
Ser Iacopo Foresis,nan,ponte,No,C3
Ser Iacopo del fu Ciome da Cisanello,nan,,No,C3
Ser Iacopo del fu Ferrante de Vettola,nan,,No,C3
Ser Iacopo del fu Ferrante de Vettola / Ser Martino di Berto da Terriciola,nan,,No,C3
Ser Iacopo del fu Ser Betto Papa,Papa,ponte,No,C3
Ser Iacopo di Andrea da Montemagno,nan,medio,No,C3
Ser Iacopo di Ser Bacciameo,nan,medio,No,C3
Ser Iacopo di Ser Guidone Papa,Papa,ponte,No,C3
Ser Iacopo di Ser Villano,nan,medio,No,C3
Ser Iacopus not. q. Ser Vannis de Appiano canc.,nan,,No,C3
Ser Iohannes not. f. Andree Coriarii not. et s,nan,,No,C3
Ser Lando Grasso,Grasso,medio,No,C3
Ser Lando Guicciardi,nan,,No,C3
Ser Lante de Martini da Vico,nan,,No,C3
Ser Lante de Martini da Vico / Ser Cola di Bindo dell'Arciprete da Vico,nan,,No,C3
Ser Lante del fu Martino da Vico delle cappella di San Lorenzo alla Rivolta,nan,,No,C3
Ser Lapo da San Casciano,da San Casciano,kinzica,No,C3
Ser Lapo di Conte,nan,medio,No,C3
Ser Lello di Bonaccorso di Michele,nan,medio,No,C3
Ser Lemmo,nan,ponte,No,C3
Ser Lemmo dell'Agnello,nan,kinzica,No,C3
Ser Lemmo di Vanni,nan,ponte,No,C3
Ser Lippo Alliata,Alliata,foriporta,No,C3
Ser Lorenzo Ianuensis,nan,ponte,No,C3
Ser Lorenzo Macigna,Macigna,ponte,No,C3
Ser Lorenzo Manninghi,Manninghi,kinzica,No,C3
Ser Lorenzo di Ser Dato da Campo,da Campo,medio,No,C3
Ser Lotto Gambacorta,Gambacorta,kinzica,No,C3
Ser Lotto di Enrico,nan,foriporta,No,C3
Ser Lucas f. Michaelis Ser Benedicti not.,nan,,No,C3
Ser Macigna di Guidone Macigna,Macigna,ponte,No,C3
Ser Mannus Puccii Guercii mortuus est in officio.,nan,medio,No,C3
Ser Marco di Michele da Cascina,da Cascina,medio,No,C3
Ser Marco di Puccino Speronarii,nan,ponte,No,C3
Ser Marcus Puccini Speronarii not,nan,,No,C3
Ser Marino Aldigieri,nan,kinzica,No,C3
Ser Martino di Berto da Terriciola,nan,,No,C3
Ser Martino di Gino,nan,ponte,No,C3
Ser Matteo Moccerifo del fu Lorenzo Moccesi,nan,,No,C3
Ser Matteo del fu Stefano Bonaiuti da Spina,nan,,No,C3
Ser Matteo di Guelfo Bilanciari,nan,ponte,No,C3
Ser Michele del Lante da Vico,nan,,No,C3
Ser Mondello,nan,kinzica,No,C3
Ser Nacco del fu Nacchi,nan,,No,C3
Ser Nacco del fu Nacchi / Ser Pupo de Marti,nan,,No,C3
Ser Nerio Malpiglio,Malpiglio,foriporta,No,C3
Ser Nerio Papa,Papa,ponte,No,C3
Ser Nerio da San Casciano,da San Casciano,kinzica,No,C3
Ser Nerio di Betto di Fanuccio Papa,Papa,ponte,No,C3
Ser Nerio di Ser Gaddo Alliata,Alliata,foriporta,No,C3
Ser Niccolò Bonconti,Bonconti,kinzica,No,C3
Ser Niccolò Gambacorta,Gambacorta,kinzica,No,C3
Ser Niccolò Veri,nan,ponte,No,C3
Ser Niccolò del Voglia Salvi,nan,kinzica,No,C3
Ser Nicola Bonconti,Bonconti,kinzica,No,C3
Ser Nicola Grasso,Grasso,kinzica,No,C3
Ser Nicola del fu Coscio Gambacorta,Gambacorta,kinzica,No,C3
Ser Nicola del fu Pietro Balbanensis,nan,,No,C3
Ser Nicola del fu Pietro Balbanensis / Ser Benincasa di Meo Casone,nan,,No,C3
Ser Nicola di Bindo dell'Arciprete da Vico,nan,,No,C3
Ser Nicola di Bindo dell'Arciprete da Vico / Ser Nocco del fu Nacchio,nan,,No,C3
Ser Nino detto il Rosso di Naddo Carratore,nan,kinzica,No,C3
Ser Nino di Ser Albizelli del Rosso,del Rosso,foriporta,No,C3
Ser Nocco del fu Ser Bonincontro da Lavaiano,nan,,No,C3
Ser Nocco di Ser Lippo corassarius,nan,ponte,No,C3
Ser Paolo di Salerno,nan,foriporta,No,C3
Ser Paolo di Ser Iacopo da Campo,da Campo,ponte,No,C3
Ser Paolo di Vanni da Cascina,da Cascina,medio,No,C3
Ser Parazone di Parazone,nan,medio,No,C3
Ser Pardo,nan,ponte,No,C3
Ser Perfetto Fracasso,Fracasso,kinzica,No,C3
Ser Pero di Cecco di Fazio,nan,ponte,No,C3
Ser Pero di Francesco di Fazio,nan,ponte,No,C3
Ser Piero Garbensis,nan,,No,C3
Ser Piero Malpiglio,Malpiglio,foriporta,No,C3
Ser Piero Murcio,Murcio,kinzica,No,C3
Ser Piero da San Casciano,da San Casciano,kinzica,No,C3
Ser Piero de Barba,de Barba,foriporta,No,C3
Ser Piero del fu Andrea Gambacorta,Gambacorta,kinzica,No,C3
Ser Piero del fu Giovanni da Luciana,nan,,No,C3
Ser Piero del fu Giovanni da Luciana / Ser Lante di Martino da Vico,nan,,No,C3
Ser Piero di Benvenuto,nan,kinzica,No,C3
Ser Piero di Fazio,nan,ponte,No,C3
Ser Piero di Parduccio,nan,foriporta,No,C3
Ser Piero di Ser Andrea Gambacorta,Gambacorta,kinzica,No,C3
Ser Pierus Nicolai Dini Granaiuoli not.,nan,,No,C3
Ser Pierus Ser Francisci Gerioli not. et s.,nan,,No,C3
Ser Pierus f. Ser Coli Barbanensis not. et s.,nan,,No,C3
Ser Pietro di Ser Cola Balbanensis,nan,ponte,No,C3
Ser Pino del fu Ser Giovanni Bonincontro da Ripa d'Arno,nan,,No,C3
Ser Pino del fu Ser Mondello,nan,,No,C3
Ser Pino di Matteo,nan,medio,No,C3
Ser Pino di Ser Giovanni Bonincontri,nan,,No,C3
Ser Pupo Spezzalastra da Marti / Ser Piero Garbensis,nan,,No,C3
Ser Ranieri Papa,Papa,ponte,No,C3
Ser Ranieri Sciancato,Sciancato,foriporta,No,C3
Ser Ranieri di Vanni Sampante,Sampante,medio,No,C3
Ser Rosso di Gerardo,nan,kinzica,No,C3
Ser Simone Lambertucci,nan,medio,No,C3
Ser Simone Rope,nan,,No,C3
Ser Simone di Nerio da San Casciano,da San Casciano,kinzica,No,C3
Ser Simone di Ser Lapo da San Casciano,da San Casciano,kinzica,No,C3
Ser Simone di Vanni Corrado,nan,,No,C3
Ser Simone di Vanni Corrado / Ser Iacopo del fu Ferrante de Vettola,nan,,No,C3
Ser Spigliato del fu Bonnano,nan,,No,C3
Ser Taddeo Cartellosus,nan,medio,No,C3
Ser Tegrimo dell'Arciprete da Vico,nan,,No,C3
Ser Tegrimus q. D. Iohannis Morovelli not. et s.,nan,,No,C3
Ser Tingo Bonconti,Bonconti,ponte,No,C3
Ser Tingo Griffi,Griffi,foriporta,No,C3
Ser Tommaso Grassolini,Grassolini,foriporta,No,C3
Ser Tommaso da San Pietro,da San Pietro,foriporta,No,C3
Ser Tommaso di Lapo,nan,medio,No,C3
Ser Tommaso di Lupuccio,nan,medio,No,C3
Ser Turellino di Enrico,nan,foriporta,No,C3
Ser Vanni Bellacqua,nan,ponte,No,C3
Ser Vanni Falcone,Falcone,ponte,No,C3
Ser Vanni Riccomi,nan,ponte,No,C3
Ser Vanni di Lello,nan,medio,No,C3
Ser Vanni di Pino,nan,medio,No,C3
Ser Vannis de Appiano canc.,nan,,No,C3
