nome,famiglia,quartiere,nobile,cerchio
Gheluccio di Puccino da Cesano,da Cesano,medio,No,C4
Giacomo di Taddeo Rau,Rau,kinzica,No,C4
Gino di Ser Bacciameo Maggiolini,Maggiolini,foriporta,No,C4
Giorgio da San Casciano,Da San Casciano,kinzica,No,C4
Giorgio di Francesco da San Casciano,Da San Casciano,kinzica,No,C4
Giovann di Ser Fanuccio dell'Arciprete,dell'Arciprete,medio,No,C4
Giovanni Aiutamicristo,Aiutamicristo,medio,No,C4
Giovanni Bartalotti,Bartalotti,medio,No,C4
Giovanni Benedetti,Benedetti,medio,No,C4
Giovanni Benigno da Vico,Benigno,medio,No,C4
Giovanni Bertalotti,Bertalotti,medio,No,C4
Giovanni Bondiei,Bondiei,ponte,No,C4
Giovanni Damiani,Damiani,ponte,No,C4
Giovanni Davini,Davini,medio,No,C4
Giovanni Dee da Fagiano,da Fagiano,medio,No,C4
Giovanni Gettalebraccia,Gettalebraccia,kinzica,No,C4
Giovanni Lambertucci,Lambertucci,medio,No,C4
Giovanni Maggiolini,Maggiolini,foriporta,No,C4
Giovanni Pancaldi,Pancaldi,ponte,No,C4
Giovanni Perotti,Perotti,foriporta,No,C4
Giovanni Rustichelli,Rustichelli,ponte,No,C4
Giovanni Tortini,Tortini,ponte,No,C4
Giovanni da Cisano,da Cisano,medio,No,C4
Giovanni da Montecchio,da Montecchio,foriporta,No,C4
Giovanni da Riglione,da Riglione,foriporta,No,C4
Giovanni daCesano,da Cesano,medio,No,C4
Giovanni de Riglione,de Riglione,foriporta,No,C4
Giovanni del Gese,Del Gese,ponte,No,C4
Giovanni del fu Iacopo Scarso de Comitibus,Scarso,ponte,No,C4
Giovanni del fu Lemmo Lambertucci,Lambertucci,medio,No,C4
Giovanni del fu Ser Fanuccio Stefani,Stefani,kinzica,No,C4
Giovanni del fu Ser Michele Pecchia,Pecchia,medio,No,C4
Giovanni del fu Ser Michele Pecchie,Pecchia,medio,No,C4
Giovanni di Andrea Fagioli,Fagioli,ponte,No,C4
Giovanni di Bacciameo Maggiolini,Maggiolini,foriporta,No,C4
Giovanni di Bianco Bondiei,Bondiei,ponte,No,C4
Giovanni di Bindo Astai,Astai,medio,No,C4
Giovanni di Bindo d'Appiano,d'Appiano,foriporta,No,C4
Giovanni di Buonincontro da Lavaiano,da Lavaiano,ponte,No,C4
Giovanni di Cecco da Calci,da Calci,foriporta,No,C4
Giovanni di Cegne del Guercio,del Guercio,ponte,No,C4
Giovanni di Cegne dell'Agnello,dell'Agnello,kinzica,No,C4
Giovanni di Cellino da Colle,da Colle,kinzica,No,C4
Giovanni di Cello dell'Agnello,dell'Agnello,kinzica,No,C4
Giovanni di Ceo Rustichelli,Rustichelli,foriporta,No,C4
Giovanni di Ceo da Fauglia,da Fauglia,medio,No,C4
Giovanni di Cola Benvenuti,Benvenuti,ponte,No,C4
Giovanni di Cola di Ser Martino Del Ferro,Del Ferro,medio,No,C4
Giovanni di Colo da Visignano,da Visignano,foriporta,No,C4
Giovanni di Enrico Aliotti,Aliotti,kinzica,No,C4
Giovanni di Fanuccio Multiccio,Multiccio,kinzica,No,C4
Giovanni di Ferro da Peccioli,da Peccioli,ponte,No,C4
Giovanni di Francesco Frassi,Frassi,foriporta,No,C4
Giovanni di Franco Botticella,Botticella,medio,No,C4
Giovanni di Gerardo da San Casciano,Da San Casciano,medio,No,C4
Giovanni di Giunta di Palmieri da Cascina,Palmieri da Cascina,kinzica,No,C4
Giovanni di Guido da Petriolo,da Petriolo,kinzica,No,C4
Giovanni di Iacopo Bocca,Bocca,medio,No,C4
Giovanni di Iacopo Bondiei,Bondiei,ponte,No,C4
Giovanni di Iacopo Del Pattiere,Del Pattiere,kinzica,No,C4
Giovanni di Iacopo/ Bianco Bondiei,Bondiei,ponte,No,C4
Giovanni di Lando Urso,Urso,medio,No,C4
Giovanni di Lemmo da Ripoli,da Ripoli,foriporta,No,C4
Giovanni di Ludovico Del Voglia,Del Voglia,kinzica,No,C4
Giovanni di Masseo Gatto,Gatto,ponte,No,C4
Giovanni di Michele Cannetti,Cannetti,foriporta,No,C4
Giovanni di Michele Cavalcante,Cavalcante,foriporta,No,C4
Giovanni di Nerio Berettini,Berettini,medio,No,C4
Giovanni di Nerio Sacchetti,Sacchetti,kinzica,No,C4
Giovanni di Nino Tortini,Tortini,ponte,No,C4
Giovanni di Nuto Rau,Rau,kinzica,No,C4
Giovanni di Pancaldo de Lupeto,de Lupeto,foriporta,No,C4
Giovanni di Pessino Barbi,Barbi,kinzica,No,C4
Giovanni di Piero Bruschi,Bruschi,medio,No,C4
Giovanni di Piero da Colle,da Colle,kinzica,No,C4
Giovanni di Pietro Benigni,Benigni (da Vico),medio,No,C4
Giovanni di Pietro da Vettola,da Vettola,kinzica,No,C4
Giovanni di Pietro da Vettula,da Vettula,kinzica,No,C4
Giovanni di Puccino Balducci,Balducci,foriporta,No,C4
Giovanni di Puccio Fioravanti,Fioravanti,medio,No,C4
Giovanni di Puccio Pancaldi,Pancaldi,foriporta,No,C4
Giovanni di Puccio Salvi,Salvi,foriporta,No,C4
Giovanni di Puccio del Biondo,del Biondo,foriporta,No,C4
Giovanni di Rinaldo da Marti,da Marti,medio,No,C4
Giovanni di Ser Bacciameo de Malaventre,de Malaventre,ponte,No,C4
Giovanni di Ser Baldo da San Casciano,Da San Casciano,medio,No,C4
Giovanni di Ser Banduccio da Scorno,da Scorno,ponte,No,C4
Giovanni di Ser Bonincontro di Lavaiano,di Lavaiano,ponte,No,C4
Giovanni di Ser Cecco Chelli,Chelli,ponte,No,C4
Giovanni di Ser Cegne dell'Agnello,dell'Agnello,kinzica,No,C4
Giovanni di Ser Cello dell'Agnello,dell'Agnello,kinzica,No,C4
Giovanni di Ser Cola da Scorno,da Scorno,ponte,No,C4
Giovanni di Ser Enrico da Avena,da Avena,ponte,No,C4
Giovanni di Ser Fanuccio dell'Arciprete,dell'Arciprete,medio,No,C4
Giovanni di Ser Francesco Oliveri,Oliveri,foriporta,No,C4
Giovanni di Ser Francesco Tinti da Vico,Tinti da Vico,foriporta,No,C4
Giovanni di Ser Ghele da Cesa,da Cesano,medio,No,C4
Giovanni di Ser Guidone del Tignoso,del Tignoso,kinzica,No,C4
Giovanni di Ser Iacobo da Lavaiano,da Lavaiano,kinzica,No,C4
Giovanni di Ser Iacopo da San Sisto,da San Sisto,foriporta,No,C4
Giovanni di Ser Lorenzo Salvi,Salvi,foriporta,No,C4
Giovanni di Ser Meo Ferrovecchius,Ferrovecchio,kinzica,No,C4
Giovanni di Ser Nardo da Arena,da Arena,ponte,No,C4
Giovanni di Ser Nardo dell'Albergatore,dell'Albergatore,medio,No,C4
Giovanni di Ser Pardo da Morrona,da Morrona,medio,No,C4
Giovanni di Ser Piero da San Piero,da San Piero,foriporta,No,C4
Giovanni di Ser Piero dell'Abate,dell'Abate,foriporta,No,C4
Giovanni di Ser Puccio Scarsi de Comitibus,Scarso,ponte,No,C4
Giovanni di Ser Ranieri Botticelli,Botticelli,medio,No,C4
Giovanni di Ser Stefano Bonaiuti,Bonaiuti,foriporta,No,C4
Giovanni di Stefano Bonaiuti,Bonaiuti,foriporta,No,C4
Giovanni di Taddeo Rau,Rau,kinzica,No,C4
Giovanni di Vannuccio Poverini,Poverini,ponte,No,C4
Giuliano Del Corso,Del Corso,ponte,No,C4
Giuliano Migliorati,Migliorati,kinzica,No,C4
Giusto Venturi,Venturi,kinzica,No,C4
Giusto di Giovanni Giusto,di Giusto,kinzica,No,C4
Grillo di Piero Del Grillo,Del Grillo,kinzica,No,C4
Gualando di Nerio del Vescovo,del Vescovo,medio,No,C4
Gualterotto Aiutamicristo,Aiutamicristo,medio,No,C4
Gualterotto del fu Lapo Aiutamicristo de Comitibus,Aiutamicristo,medio,No,C4
Guelfo Del Chiaro,Del Chiaro,ponte,No,C4
Guelfo di Giovanni da Riglione,da Riglione,foriporta,No,C4
Guelfo di Meuccio da Settimo,da Settimo,medio,No,C4
Guglielmo di Manfredino da Seta,da Seta,kinzica,No,C4
Gugliemo di Francesco da Barba,da Barba,foriporta,No,C4
Guido Bocchetta,Bocchetta,medio,No,C4
Guido Giunta,Iuncte/ De Calci,medio,No,C4
Guido da Crespina,da Crespina,foriporta,No,C4
Guido da Marti,da Marti,foriporta,No,C4
Guido del fu Iacopo dal Patterio,del Patterio,ponte,No,C4
Guido delle Brache,delle Brache,medio,No,C4
Guido di Giovanni da Crespina,da Crespina,foriporta,No,C4
Guido di Giunta da Calci,da Calci,medio,No,C4
Guido di Iacopo Aiutamicristo,Aiutamicristo,medio,No,C4
Guido di Masino Aiutamicristo de Comitibus,Aiutamicristo,medio,No,C4
Guido di Pieri da Crespina,da Crespina,foriporta,No,C4
Guido di Ser Iacopo Aiutamicristo,Aiutamicristo,medio,No,C4
Henricus Ser Iohannis de Arena not. et s.,de Arena,,No,C4
Henricus q. Ser Bindi not. de Chianni not. et s.,de Chianni,,No,C4
Iacobus Ser Pieri de Ceuli not,de Ceuli,,No,C4
Iacobus Ser Pieri de Ceuli not. et s.,de Ceuli,,No,C4
Iacobus olim Ser Villani de Plumbino not. et s.,de Plumbino,,No,C4
Iacobus not. f. Grandonis de Ylba not. et s.,de Ylba,,No,C4
Iacopo Benincasa,Benincasa,ponte,No,C4
Iacopo Bocca,Bocca,medio,No,C4
Iacopo Bondiei,Bondiei,ponte,No,C4
Iacopo Del Testa,del Testa,kinzica,No,C4
Iacopo Facello,Facello,ponte,No,C4
Iacopo Fazelo,Fazelo,ponte,No,C4
Iacopo Maraffo,Maraffo,medio,No,C4
Iacopo Ricucci,Ricucci,medio,No,C4
Iacopo Saccamerenda,Saccamerenda,foriporta,No,C4
Iacopo Scarso,Scarso,ponte,No,C4
Iacopo da Fauglia,da Fauglia,kinzica,No,C4
Iacopo da Gello,da Gello,ponte,No,C4
Iacopo da Piombino,da Piombino,medio,No,C4
Iacopo da Titignano,da Titignano,medio,No,C4
Iacopo da Vettola,da Vettola,ponte,No,C4
Iacopo degli Occhi,degli Occhi,kinzica,No,C4
Iacopo del Fornaio,del Fornaio,ponte,No,C4
Iacopo del fu Bacciameo del Barbieri,Del Barbieri,kinzica,No,C4
Iacopo del fu Cinino Scarso,Scarso,ponte,No,C4
Iacopo del fu Lemmo Lambertucci,Lambertucci,medio,No,C4
Iacopo del fu Michele dell'Abate,dell'Abate,foriporta,No,C4
Iacopo del fu Ser Piero Marraffo,Marraffi,foriporta,No,C4
Iacopo di Bacciameo da Titignano,da Titignano,medio,No,C4
Iacopo di Benedetto d'Appiano,d'Appiano,foriporta,No,C4
Iacopo di Bernardo Aiutamicristo,Aiutamicristo,medio,No,C4
Iacopo di Bindo da Calcesana,da Calcesana,foriporta,No,C4
Iacopo di Cello del Rosso,Del Rosso,foriporta,No,C4
Iacopo di Cinino Scarso,Scarso,ponte,No,C4
Iacopo di Cione Benedetti de Comitibus,Benedetti,medio,No,C4
Iacopo di Ferrante da Vettola,da Vettola,ponte,No,C4
Iacopo di Franceschino da Calci,da Calci,foriporta,No,C4
Iacopo di Francesco Morello,Morello,medio,No,C4
Iacopo di Francesco da Calcinara,da Calcinara,kinzica,No,C4
Iacopo di Gerardo Astai,Astai,ponte,No,C4
Iacopo di Giovanni da Montecalvoli,da Montecalvoli,foriporta,No,C4
Iacopo di Nicolini da Balneo,da Balneo,kinzica,No,C4
Iacopo di Oddone della Sala,de Della Sala,kinzica,No,C4
Iacopo di Palmiero da Cascina,Palmieri da Cascina,kinzica,No,C4
Iacopo di Raniero da Rasignano,da Rasignano,ponte,No,C4
Iacopo di Ser Baldo Da San Casciano,Da San Casciano,medio,No,C4
Iacopo di Ser Cecco Nacchi da Piombino,Nacchi da Piombino,ponte,No,C4
Iacopo di Ser Duccio del Vita,del Vita,ponte,No,C4
Iacopo di Ser Nerio da Tripallo,da Tripallo,ponte,No,C4
Iacopo di Ser Piero del Bugliaffo,del Bugliaffo,foriporta,No,C4
Iacopo di Ser Simone da Colle Montanino,de Colle Montanino,kinzica,No,C4
Iacopo di Ser Vanni Botticelli,Botticelli,medio,No,C4
Iacopo di Ser Vanni Riccomi,Riccomi,ponte,No,C4
Iacopo di Simone da Settimo,da Settimo,ponte,No,C4
Iacopo di Ticio Rau,Rau,kinzica,No,C4
Iacopo di Uguccione da Gruneo,da Gruneo,kinzica,No,C4
Iacopo di Vanni Botticella,Botticella,medio,No,C4
Iacopo di Vitale da Titignano,da Titignano,medio,No,C4
Ildebrando di Ciuccio Ciampolini,Ciampolini,medio,No,C4
Iohannes Gaddi Arlocti,Arlocti,foriporta,No,C4
Iohannes Marignani de Arena not. et s.,de Arena,,No,C4
Iohannes Puccini de Gello Putido not. et s.,de Gello Putido,,No,C4
Iohannes Ser Fanuccii Arcipretis de Vico not. et s. pro Com. et pop.,de Vico,,No,C4
Iohannes Ser Nicole Bonafidei not. et s. p.,Bonafidei,,No,C4
Iohannes not. f. olim Andree Ciampuli not. et s.,Ciampolini (?),,No,C4
Iohannes not. olim D. Iacobi de Peccioli,de Peccioli,,No,C4
Iohannes q. Bectini de Covinaria not. et s.,de Covinaria,,No,C4
Iulianus olim Ser Benenati de Metato not. et s.,de Metato,,No,C4
Lamberto Maggiolini,Maggiolini,foriporta,No,C4
Lando d'Appiano,d'Appiano,medio,No,C4
Lando di Enrico da Navacchio,da Navacchio,foriporta,No,C4
Landus Ser Leopardi not. de Morrona not. et s.,de Morrona,,No,C4
Lanfranco di Baldo Bellasta,Bellasta,medio,No,C4
Lapo da Fauglia,da Fauglia,foriporta,No,C4
Lapo da Putignano,da Putignano,kinzica,No,C4
Lapo degli Occhi de Comitibus,degli Occhi,kinzica,No,C4
Lapo di Lapo da Vico,da Vico,medio,No,C4
Lapo di Lippo Astai,Astai,ponte,No,C4
Lapo di Vanni Aiutamicristo,Aiutamicristo,medio,No,C4
Laurentius Pieri Ser Leopardi de Palaria not. et s.,de Palaria,,No,C4
Lemmo Morrovello,Morrovello,medio,No,C4
Lemmo da Podio,da Podio,kinzica,No,C4
Lemmo del fu Bartolomeo Pistoria,Pistoria,kinzica,No,C4
Lemmo dell'Agnello,dell'Agnello,kinzica,No,C4
Lemmo di Ser Iacopo dell'Agnello,dell'Agnello,kinzica,No,C4
Lemmo di Simone Lambertucci,Lambertucci,medio,No,C4
Leonardus Ser Macthei de Pectori not. et s.,de Pectori,,No,C4
Loranzo del Vacca,del Vacca,kinzica,No,C4
Lorenzo Bindacchi,Bindacchi,kinzica,No,C4
Lorenzo Ciampolini,Ciampolini,kinzica,No,C4
Lorenzo da Montecalvoli,da Montecalvoli,foriporta,No,C4
Lorenzo da Podio,da Podio,kinzica,No,C4
Lorenzo da San Savino,da San Savino,kinzica,No,C4
Lorenzo del Vacca,del Vacca,kinzica,No,C4
Lorenzo di Guccino dell'Abate,dell'Abate,kinzica,No,C4
Lorenzo di Iacopo Rosselmini,Rosselmini,foriporta,No,C4
Lorenzo di Mino Rosselmini,Rosselmini,foriporta,No,C4
Lorenzo di Nezone Genovese,Genovese,ponte,No,C4
Lotto da San Casciano,Da San Casciano,kinzica,No,C4
Lotto di Giovanni Bertalotti,Bertalotti,medio,No,C4
Lotto di Nerio del Corso,Del Corso,kinzica,No,C4
Luca Vanelli,Vanelli,medio,No,C4
Lucas q. Andrea Cagnassi de Calci not. et s.,de Calci,,No,C4
Lucchino da Perignano,da Perignano,foriporta,No,C4
Ludovico Orselli,Orselli,foriporta,No,C4
Ludovico Tozi,Tozi,kinzica,No,C4
Ludovico di Nicola del Voglia,del Voglia,kinzica,No,C4
Ludovico di Ser Cello Urselli,Urselli,foriporta,No,C4
Ludovico di Ser Lorenzo Rosselmini de Comitibus,Rosselmini,foriporta,No,C4
Lupo da Appiano,da Appiano,ponte,No,C4
Lupo da Riglione,da Riglione,foriporta,No,C4
Lupo degli Occhi,degli Occhi,kinzica,No,C4
Lupo di Mone Miglucci,Miglucci,kinzica,No,C4
Luppardo di Luppardo da Vecchiano,da Vecchiano,ponte,No,C4
Lupus Iohannis de Sancto Iusto not. et s,de Sancto Iusto,,No,C4
Mactheus de Castilione Pischarie not.,de Castilione Pischarie,,No,C4
Maestro Domenico di Pasquino Picchiapietra,Picchiapietra,ponte,No,C4
Maestro Iacopo di Piero Picchiapietra,Picchiapietra,ponte,No,C4
Magister Andrea da Palaia,da Palaia,medio,No,C4
Magister Andrea de Palaia,da Palaia,medio,No,C4
Magister Giovanni da Piombino,da Piombino,medio,No,C4
Manfredi di Ser Ciolo da Seta,da Seta,medio,No,C4
Manfredino Bocchetta,Bocchetta,medio,No,C4
Manno di Puccio Guerci,Guerci,medio,No,C4
Manno di Puccio Manni,Manni,foriporta,No,C4
Mannus not. q. Tonis de Ceuli not. et s.,de Ceuli,,No,C4
Marco di Lapo da Canneto,da Canneto,foriporta,No,C4
Marco di Puccio del Rosso,Del Rosso,foriporta,No,C4
Marco di Ser Francesco Olivieri da Vico,da Vico,foriporta,No,C4
Mariano Benincasa,Benincasa,kinzica,No,C4
Mariano da Podio,da Podio,kinzica,No,C4
Mariano da Vada,da Vada,foriporta,No,C4
Mariano di Francesco Mezzoconte,Mezzoconte,foriporta,No,C4
Mariano di Gerardo da San Casciano,Da San Casciano,medio,No,C4
Mariano di Giovanni Maggiolini,Maggiolini,foriporta,No,C4
Mariano di Manfredi da Seta,da Seta,medio,No,C4
Masino del Tignoso,Del Tingnoso,medio,No,C4
Masseo di Cola del Verde,del Verde,ponte,No,C4
Matteo Mosceriffo,Mosceriffo,kinzica,No,C4
Matteo da Fauglia,Da Fauglia (?),kinzica,No,C4
Matteo del Mosca,del Mosca,kinzica,No,C4
Matteo di Bartalo da Arsiccio,da Arsiccio,kinzica,No,C4
Matteo di Francesco Bodda (Bocca),Bocca,foriporta,No,C4
Matteo di Giovanni Ferradi,Ferradi,medio,No,C4
Matteo di Giovanni da Cesano,da Cesano,medio,No,C4
Matteo di Lotto Bertalotti,Bertalotti,medio,No,C4
Matteo di Nerio Enrici,Enrici,foriporta,No,C4
Matteo di Ser Bono da Calci,da Calci,medio,No,C4
Matteo di Ser Cegne dell'Agnello,dell'Agnello,kinzica,No,C4
Matteo di Ser Lupo da Mentecchio,da Montecchio,foriporta,No,C4
Matteo di Simone del Mugnaio,del Mugnaio,kinzica,No,C4
Matteo di Vanni Kelie,Kelie,kinzica,No,C4
Meuccio del fu Martino da Calci,da Calci,foriporta,No,C4
Michele Morrocchi,Morrocchi,medio,No,C4
Michele da Cevoli,de Cevoli,kinzica,No,C4
Michele da Fagiano,da Fagiano,kinzica,No,C4
Michele da Ghezzano,da Ghezzano,foriporta,No,C4
Michele da Podio,da Podio,kinzica,No,C4
Michele del Podio,del Podio,kinzica,No,C4
Michele del Voglia,del Voglia,kinzica,No,C4
Michele dell'Abate,dell'Abate,foriporta,No,C4
Michele di Bartolomeo del Voglia,del Voglia,kinzica,No,C4
Michele di Cione Benetti,Benetti,medio,No,C4
Michele di Cione Benetti de Comitibus,Benetti,medio,No,C4
Michele di Duccio Tozi,Tozi,kinzica,No,C4
Michele di Filippo Astai,Astai,ponte,No,C4
Michele di Giovanni Pancaldi,Pancaldi,foriporta,No,C4
Michele di Giovanni di Pancaldo da Vico,Pancaldi da Vico,foriporta,No,C4
Michele di Giunta del fu Giunta,Iuncte,medio,No,C4
Michele di Guidone da Buti,da Buti,medio,No,C4
Michele di Vanni Cannetti,Cannetti,foriporta,No,C4
Monduccio di Cecco da Marti,da Marti,kinzica,No,C4
Mone del fu Coscio Arlotti,Arlotti,foriporta,No,C4
Mone del fu Iacopo Urselli,Urselli,foriporta,No,C4
Muccio da Capannoli,da Capannoli,ponte,No,C4
Nardo di Betto del Riglione,del Riglione,foriporta,No,C4
Nerino da Canneto,da Canneto,foriporta,No,C4
Nerio Berettini,Berettini,medio,No,C4
Nerio Botticella,Botticella,medio,No,C4
Nerio Botticelli,Botticella,medio,No,C4
Nerio Favuglia,Favuglia,kinzica,No,C4
Nerio da Montefoscoli,da Montefoscoli,ponte,No,C4
Nerio di Andrea da Lugnano,da Lugnano,kinzica,No,C4
Nerio di Cegna del Guercio,del Guercio,ponte,No,C4
Nerio di Cegne del Guercio,del Guercio,ponte,No,C4
Nerio di Ceo del Patteri,del Patteri,ponte,No,C4
Nerio di Piero Strenne,Strenne,medio,No,C4
Nerio di Ser Cola da Seta,da Seta,medio,No,C4
Neruccio da Treggiaria,da Treggiaria,kinzica,No,C4
Niccolò Bertalotti,Bertalotti,medio,No,C4
Niccolò Marzucco da Montecchio,da Montecchio,ponte,No,C4
Nicola Assopardi,Assopardi,medio,No,C4
Nicola Baruffo,Baruffo,kinzica,No,C4
Nicola Bonafidei,Bonafidei,medio,No,C4
Nicola Riccomi,Riccomi,ponte,No,C4
Nicola Turci,Turci,kinzica,No,C4
Nicola da Fauglia,da Fauglia,kinzica,No,C4
Nicola da Piombino,da Piombino,medio,No,C4
Nicola del Corno,del Corno,medio,No,C4
Nicola del fu Lapo Magrini,Magrini,foriporta,No,C4
Nicola di Bartolomeo Zoppo,Soppos,ponte,No,C4
Nicola di Bartolomeo del Testa,del Testa,kinzica,No,C4
Nicola di Giovanni Bonini,Bonini,kinzica,No,C4
Nicola di Ser Enrico Bonafidei,Bonafidei,medio,No,C4
Nicola di Ser Fulcio da San Savino,da San Savino,kinzica,No,C4
Nicola di Ser Piero Salmuli,Salmuli,kinzica,No,C4
Nicolaus Ser Nini de Campo not. et s,de Campo,,No,C4
Nicolino da Balneo,da Balneo,kinzica,No,C4
Nino Barghigiani,Barghigiani,ponte,No,C4
Nino Turci,Turci,ponte,No,C4
Nino del fu Iacopo Rosselmini,Rosselmini,foriporta,No,C4
Nino di Cecco da Vena,da Vena,foriporta,No,C4
Ninus f. Tomasi de Malaventre not. et s.,de Malaventre,,No,C4
Nocco di Iacopo Fartino di Marti,di Marti,medio,No,C4
Nuccio di Iacopo del Baglione,Del Baglione,kinzica,No,C4
Oddo di Ser Fino Rau,Rau,kinzica,No,C4
Opizzo dal Campo,Dal Campo,foriporta,No,C4
Pancaldo Bercio da Vico,da Vico,foriporta,No,C4
Paolo da Titignano,da Titignano,foriporta,No,C4
Paolo di Nerio del Guercio,del Guercio,ponte,No,C4
Pardo di Gaddo da Cisanello,da Cisanello,ponte,No,C4
Pardo di Gerardo da Cisanello,da Cisanello,ponte,No,C4
Pardo di Ser Bene da Calci,da Calci,medio,No,C4
Pardo figlio di Vanni Botticelli,Botticelli,medio,No,C4
Parduccio del fu Cola Calocci,Calocci,foriporta,No,C4
Paulo di Ser Cecco Nacchi da Piombino,Nacchi da Piombino,ponte,No,C4
Paulus olim mag. Salerni de Cascina not. et s.,de Cascina,,No,C4
Paulus q. Ser Bartholomei de Crespina not. et s.,de Crespina,,No,C4
Pero Carini,Carini,ponte,No,C4
Peruccio di Guglielmo Cimati,Cimati,ponte,No,C4
Petrus not. olim Ser Iohannis not. de Ghessano not. et s.,de Ghessano,,No,C4
Petrus f. Fei de Appiano not. p. supr. duob. mens.,de Appiano,,No,C4
Petrus f. Ser Raynerii not. de Morrona not. et s.,de Morrona,,No,C4
Petrus q. Parduccii de Sancto Iacobo de Orticaria not. et s.,de Sancto Iacobo de Orticaria,,No,C4
Piero Assopardi,Assopardi,medio,No,C4
Piero Bandini,Bandini,foriporta,No,C4
Piero Benigni,Benigni (da Vico),medio,No,C4
Piero Benigno,Benigno,medio,No,C4
Piero Benigno da Vico,Benigno da Vico,medio,No,C4
Piero Bocca,Bocca,kinzica,No,C4
Piero Castrone del fu Bertuccio da Asciano,Castrone da Asciano,medio,No,C4
Piero Ferradi,Ferradi,medio,No,C4
Piero Maggiolini de Comitibus,Maggiolini,foriporta,No,C4
Piero Mirante,Mirante,foriporta,No,C4
Piero Peracche,Peracche,medio,No,C4
Piero Ricucci,Ricucci,ponte,No,C4
Piero Sciorta,Sciorta,medio,No,C4
Piero da Cenaria,da Cenaria,kinzica,No,C4
Piero da Cevoli,da Cevoli,kinzica,No,C4
Piero da Forcoli,da Forcoli,kinzica,No,C4
Piero da Massa,da Massa,kinzica,No,C4
Piero da Peccioli,da Peccioli,ponte,No,C4
Piero da Pugnano,da Pugnano,ponte,No,C4
Piero de Vecchiis,de Vecchiis,kinzica,No,C4
Piero del Fornaio,del Fornaio,ponte,No,C4
Piero del Tignoso,del Tignoso,kinzica,No,C4
Piero del Vacca,del Vacca,kinzica,No,C4
Piero del fu Albizello Rosso,Rossso,foriporta,No,C4
Piero del fu Andrea Benvenuti,Benvenuti,kinzica,No,C4
Piero del fu Angelo Toro,Toro,kinzica,No,C4
Piero del fu Francesco da Calci,da Calci,foriporta,No,C4
Piero del fu Guelfuccio da Montecchio,da Montecchio,ponte,No,C4
Piero del fu Iacopo Bonfiazio,Bonifazio,medio,No,C4
Piero del fu Vanni Sciorta,Sciorta,kinzica,No,C4
Piero del fu Vieri del Grillo,del Grillo,kinzica,No,C4
Piero dell'Agnello,dell'Agnello,kinzica,No,C4
Piero di Albizzo da Vico,di Albizzo da Vico,medio,No,C4
Piero di Banduccio dell'Abate,dell'Abate,foriporta,No,C4
Piero di Bardino,Bandini (?),foriporta,No,C4
Piero di Bartolomeo de Abbaco,de Abbaco,ponte,No,C4
Piero di Bonagiunta Carini,Carini,ponte,No,C4
Piero di Cecco Bruschi,Bruschi,medio,No,C4
Piero di Cecco Nacchi da Piombino,Nacchi da Piombino,ponte,No,C4
Piero di Cellino da Colle,da Colle,kinzica,No,C4
Piero di Duccio de Marti,de Marti,foriporta,No,C4
Piero di Enrico da Avena,da Avena,ponte,No,C4
Piero di Francesco da Calci,da Calci,foriporta,No,C4
Piero di Francesco del Tignoso,Del Tignoso,kinzica,No,C4
Piero di Giovanni de Malaventre,De Malaventre,ponte,No,C4
Piero di Iacopo da San Casciano,Da San Casciano,kinzica,No,C4
Piero di Lippo de Cantone,de Cantone,ponte,No,C4
Piero di Ludovico Del Voglia,Del Voglia,kinzica,No,C4
Piero di Martino de Lauri,de Lauri,foriporta,No,C4
Piero di Mirante della Vergine,della Vergine,foriporta,No,C4
Piero di Nardo da Vecchiano,da Vecchiano,ponte,No,C4
Piero di Nerio del Sordo,del Sordo,foriporta,No,C4
Piero di Pessino Balbi,Balbi,kinzica,No,C4
Piero di Pucciarello Pecchia,Pecchia,kinzica,No,C4
Piero di Puccino da Vecchiano,da Vecchiano,kinzica,No,C4
Piero di Puccio Pandolfi,Pandolfi,ponte,No,C4
Piero di Puccio da Vecchiano,da Vecchiano,kinzica,No,C4
Piero di Puccio del Fornaio,del Fornaio,ponte,No,C4
Piero di Ser Angelo Tozi,Tozi,kinzica,No,C4
Piero di Ser Bacciameo Maggiolini,Maggiolini,foriporta,No,C4
Piero di Ser Cegne dell'Agnello de Comitibus,dell'Agnello,kinzica,No,C4
Piero di Ser Cello dell'Agnello,dell'Agnello,kinzica,No,C4
Piero di Ser Fanuccio dell'Arciprete,dell'Arciprete,medio,No,C4
Piero di Ser Ghele de Leccis,de Leccis,foriporta,No,C4
Piero di Ser Giovanni da Ghezzano,da Ghezzano,ponte,No,C4
Piero di Ser Giovanni di Ser Lupo di San Michele,di San Michele,foriporta,No,C4
Piero di Ser Ranieri da Morrona,da Morrona,ponte,No,C4
Piero di Ser Vanni Ferradi,Ferradi,medio,No,C4
Piero di Uguccione di Rau,Rau,kinzica,No,C4
Pierus f. Fortini de Asciano not. et s.,de Asciano,,No,C4
Pierus f. Ser Iacobi de Cisanello not. et s. p,de Cisanello,,No,C4
Pietro da Peccioli,da Peccioli,ponte,No,C4
Pietro da Tripallo,da Tripallo,kinzica,No,C4
Pietro del Testaio,del Testaio,medio,No,C4
Pietro di Albizzo da Vico,da Vico,medio,No,C4
Pietro di Cola da Ceppato,da Ceppato,kinzica,No,C4
