numero mandato,data inizio mandato,data fine mandato,nome,nota,altra nota,anno,mesi,note data,ruolo,quartiere
92,1384-12-01,1385-01-01,Ser Michael olim Mei de Vico not,de Vico,,1384-1385,Marzo-Aprile,,notaio anziani,
93,1385-02-01,1385-03-01,Iacobus Ser Pieri de Ceuli not,de Ceuli,,1385,Maggio-Giugno,,notaio anziani,
94,1385-04-01,1385-05-01,Antonius Iaicobi de Sancto Kassiano not.,de Sancto Cassiano,,1385,Luglio-Agosto,,notaio anziani,
95,1385-06-01,1385-07-01,Ser Iohannes f. Pieri de Sancto Cassiano not.,de Sancto Cassiano,,1385,Settembre-Ottobre,,notaio anziani,
96,1385-08-01,1385-09-01,Ser Gerardus Francisci Puccini de Spina not. et s.,de Spina,,1385,Novembre-Dicembre,,notaio anziani,
97,1385-10-01,1385-11-01,Ser Ninus not. Filius Tomazi de Malaventre not. et s.,de Malaventre,,1385,Gennaio-Febbraio,PETRUS DE GAMBACURTIS etc. ET NOB. ET SAPIENS VIR D. ROBERTUS MARII DE EXCULO MIL. P. P. ET EGREG. LEG. DOCT. D. MANFREDUS DE GILIBERTIS DE SPOLETO,notaio anziani,
98,1385-12-01,1386-01-01,Ser Iohannes mag. Francisci de Buiti not.,de Buiti,,1385-1386,Marzo-Aprile,,notaio anziani,
99,1386-02-01,1386-03-01,Ser Francischus Ser Iacobi de Balneo not. et s,de Balneo,,1386,Maggio-Giugno,,notaio anziani,
100,1386-04-01,1386-05-01,Ser Thomeus not. f. Henrici de Strido not,de Strido,,1386,Luglio-Agosto,,notaio anziani,
101,1386-06-01,1386-07-01,Ser Francischus q. Bacciamei de Saxeto not.,de Saxeto,,1386,Settembre-Ottobre,,notaio anziani,
102,1386-08-01,1386-09-01,Ser Anto- nius q. Ser Nicoli not. de Viacava,de Viacava,,1386,Novembre-Dicembre,,notaio anziani,
103,1386-10-01,1386-11-01,Ser Bartholomeus q. Betti de Sancto Kassiano not,de Sancto Cassiano,,1386,Gennaio-Febbraio,"M. V. D. PETRUS DE GAMBACURTIS etc. D. THOMASUS DE TROCCHIS DE YMOLA PIS. POTEST. ET D. MANFREDUS DE GILIBERTIS C. P. P. PRO DIEBUS VIGINTI IANUARII INFRASCRIPTI, ET EGREG. LEG. DOCT. D. STEFANUS DE CRESCENTIBUS DE AMELIA PRO RELIQUO TEMPORE. ",notaio anziani,
104,1386-12-01,1387-01-01,Ser Guccius de Liburna not.,de Liburna,,1386-1387,Marzo-Aprile,,notaio anziani,
105,1387-02-01,1387-03-01,Ser Framuccius q. item Franuccii not.,,,1387,Maggio-Giugno,,notaio anziani,
106,1387-04-01,1387-05-01,Ser Bandinus Nerii de Oratorio not,de Oratorio,,1387,Luglio-Agosto,,notaio anziani,
107,1387-06-01,1387-07-01,Ser Lucas f. Michaelis Ser Benedicti not.,,,1387,Settembre-Ottobre,,notaio anziani,
108,1387-08-01,1387-09-01,Ser Pierus not. q. Cambii de Palaria not.,de Palaria,,1387,Novembre-Dicembre,,notaio anziani,
109,1387-10-01,1387-11-01,Ser Bectus not. f. Ser Iohannis de Filectulo not.,de Filectulo,,1387,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. TOMASUS DE ANGELELLIS DE BONONIA MIL. ET LEG. DOCT. P. P. ET D. NICOLAUS DE CALVIS DE ROMA,notaio anziani,
110,1387-12-01,1388-01-01,Ser Pierus Nicolai Dini Granaiuoli not.,,,1387-1388,Marzo-Aprile,,notaio anziani,
111,1388-02-01,1388-03-01,Ser Franciscus f. Iohannis de Calci not.,de Calci,,1388,Maggio-Giugno,,notaio anziani,
112,1388-04-01,1388-05-01,Bartho- lomeus Ser Fini de Vico not,de Vico,,1388,Luglio-Agosto,,notaio anziani,
113,1388-06-01,1388-07-01,Mactheus de Castilione Pischarie not.,de Castilione Pischarie,,1388,Settembre-Ottobre,,notaio anziani,
114,1388-08-01,1388-09-01,Ser Marcus Puccini Speronarii not,,,1388,Novembre-Dicembre,,notaio anziani,
115,1388-10-01,1388-11-01,Ser Pierus Martini de Montefosculi not.,de Montefoscoli,,1388,Gennaio-Febbraio,,notaio anziani,
116,1388-12-01,1389-01-01,Iacobus Ser Pieri de Ceuli not. et s.,de Ceuli,,1388-1389,Marzo-Aprile,M. V. D. PETRUS DE GAMBACUR- TIS etc. D. ANGELUS DE MALAVOLTIS DE SENIS MILES P. P. EGREG. ET EXCELL. ANTONIUS DE CINGULO LEG. DOCT. C. P. P.,notaio anziani,
117,1389-02-01,1389-03-01,Ser Iohannes Pieri de Sancto Cassiano not. et s.,de Sancto Cassiano,,1389,Maggio-Giugno,,notaio anziani,
118,1389-04-01,1389-05-01,Ser Antonius Ser Coli de Soiana,de Soiana,,1389,Luglio-Agosto,,notaio anziani,
119,1389-06-01,1389-07-01,Ser Pierus Ser Francisci Gerioli not. et s.,,,1389,Settembre-Ottobre,,notaio anziani,
120,1389-08-01,1389-09-01,Ser Bartholomeus f. mag. Francisci de Buiti not.,dei Buiti,,1389,Novembre-Dicembre,,notaio anziani,
121,1389-10-01,1389-11-01,Ser Anthonius olim Ser Ursi de Crespina not. et s.,de Crespina,,1389,Gennaio-Febbraio,M. V. D. PETRUS GAMBACURTIS etc. ET NOB. ET POT. VIR D. ALBERTUS DE GALLUSSIS DE BONONIA MIL. P. P. ET D. LEG. DOCT. HENRIGUS DE GUIGLIARINIS DE LUCO C. P. P,notaio anziani,
122,1389-12-01,1390-01-01,Ser Antonius Francisci de Buiti not. et s,de Buiti,,1389-1390,Marzo-Aprile,,notaio anziani,
123,1390-02-01,1390-03-01,Ser Nicolaus Ciomei de Vecchiano not. et s.,de Vecchiano,,1390,Maggio-Giugno,,notaio anziani,
124,1390-04-01,1390-05-01,Ser Antonius Ser Taddei Cartellosi not. s.,,,1390,Luglio-Agosto,,notaio anziani,
125,1390-06-01,1390-07-01,Ser Gerardus Ser Andree de Campo not. et s.,de Campo,,1390,Settembre-Ottobre,,notaio anziani,
126,1390-08-01,1390-09-01,Ser Franciscus Guiduccii de Appiano not. et s.,de Appiano,,1390,Novembre-Dicembre,,notaio anziani,
127,1390-10-01,1390-11-01,Ser Antonius Iohannis mag. Ranaldi,,,1390,Gennaio-Febbraio,NOB. ET POT. VIR D. BISSANCIONUS COMES DE PAGNANO P. P. ET D. FILIPPUS DE BRANDAGLIIS DE ARETIO C. P. P,notaio anziani,
128,1390-12-01,1391-01-01,Ser Anthonius f. Dominici de Calcinaria not. et s.,de Calcinaria,,1390-1391,Marzo-Aprile,,notaio anziani,
129,1391-02-01,1391-03-01,Ser Gerardus de Calcinaria not. et s,de Calcinaria,,1391,Maggio-Giugno,,notaio anziani,
130,1391-04-01,1391-05-01,Ser Ciolus Iohannis de Vada not. et s.,de Vada,,1391,Luglio-Agosto,,notaio anziani,
131,1391-06-01,1391-07-01,Ser Benenatus Perini de Sancto Savino not. et s,de Sancto Savino,,1391,Settembre-Ottobre,,notaio anziani,
132,1391-08-01,1391-09-01,Ser Gregorius q. Ser Tomei de Marti,de Marti,,1391,Novembre-Dicembre,,notaio anziani,
133,1391-10-01,1391-11-01,Ser Iohannes not. f. Andree Coriarii not. et s,,,1391,Gennaio-Febbraio,SPECTAB. MIL. D. PETRUS DE CAVALCABOBUS MARCHIO P. P. ET D. C. P. P. SUPRAS,notaio anziani,
134,1391-12-01,1392-01-01,Ser Lucas f. Ser Banduccii not. de Gallo not. et s.,de Gallo,,1391-1392,Marzo-Aprile,D. POTEST. SUPRAS. ET EGREG. LEG. DOCT. VANNES ANGELI DE RECANATA C. P. P,notaio anziani,
135,1392-02-01,1392-03-01,Ser Francischus f. Nini de Vena not. et s.,de Vena,,1392,Maggio-Giugno,,notaio anziani,
136,1392-04-01,1392-05-01,Ser Michael f. Ser Iohannis not. de Marti not,de Marti,,1392,Luglio-Agosto,,notaio anziani,
137,1392-06-01,1392-07-01,Ser Antonius f. Pauli Poverini not. et s.,,,1392,Settembre-Ottobre,,notaio anziani,
138,1392-08-01,1392-09-01,Ser Iohannes Macthei de Ferculi not.,de Ferculi,,1392,Novembre-Dicembre,,notaio anziani,
139,1392-10-01,1392-11-01,Ser Andreas f. Nuovi de Pontesacco not. et s.,de Pontesacco,,1392,Gennaio-Febbraio,NOB. ET EGR. VIR D. ARAO DE AURIA DE IANUA P. P. ET D. C. P. P. SUPRASCR. ,notaio anziani,
1,1369-10-01,1369-11-01,Ser Bartholomeus quondam Henrici de Montefuschuli,,,1369,Gennaio-Febbraio,,canc. maior,
2,1369-12-01,1370-01-01,Ser Franciscus Bartali de Buiti,,,1369-1370,Marzo-Aprile,"Ranieri Sardo cap. 151 (nell'edizione dell'1845 della cronaca c'è una virgola dopo Giovanni di Puccio, Pancaldo)",canc. maior,
3,1370-01-01,1370-03-01,Ser Francischus Bartali de Buiti,,,1370,Aprile-Maggio-Giugno,Due Priori per Quartiere,canc. maior,
4,1370-04-01,1370-05-01,Ser Francischus quondam Bartali de Buiti,,,1370,Luglio-Agosto,Due Priori per Quartiere /NOB. ET POT. MILES D. RAINERIUS UGOLINUCCII DE BASCHIO HONOR PISANORUM POTESTAS ,canc. maior,
5,1370-06-01,1370-07-01,Ser Iacobus not. q. Ser Vannis de Appiano,,,1370,Settembre-Ottobre,,canc. maior,
6,1370-08-01,1370-09-01,Ser Iacobus not. q. Ser Vannis de Appiano canc.,,,1370,Novembre-Dicembre,NOB. ET POT. MILES DOMINUS CAROLUS DE MONTANINIS DE SENIS HONOR. Pisanorum Potestas,canc. maior,
7,1370-10-01,1370-11-01,Ser Iacobus not. q. Ser Vannis de Appiano canc,,,1370,Gennaio-Febbraio,,canc. maior,
8,1370-12-01,1371-01-01,Ser Iacobus not. q. Ser Vannis de Appiano canc.,,,1370-1371,Marzo-Aprile,SUPRASCRIPT. POT. HABUIT ETIAM HOC TEMPORE OFFICIUM CAP. P. P,canc. maior,
9,1371-02-01,1371-03-01,Ser Franciscus not. q. Cei Geremie de Vico canc.,,,1371,Maggio-Giugno,,canc. maior,
10,1371-04-01,1371-05-01,Ser Iacobus not. q. Ser Vannis de Appiano canc.,,,1371,Luglio-Agosto,,canc. maior,
11,1371-06-01,1371-07-01,Ser Iacobus not. q. Ser Vannis de Appiano canc,,D. D. A. A. p. c. et p. etc. etc.= Domini Antiani pro Comuni et Populo,1371,Settembre-Ottobre,NOB. ET SAP. VIR D. MARCUS D. MACTHEI DE NARNIA LEG. DOCT.,canc. maior,
12,1371-08-01,1371-09-01,Ser Iacobus not. q. D. Ser Vannis de Appiano canc,,D. D. A. A. p. c. et p,1371,Novembre-Dicembre,NOB. ET EGR. MILES D. BALIGINUS DE BALIGANIS DE ESIO HONOR. P. P. ET MARCUS DE NARNIA SUPR. C. P. P.,canc. maior,
13,1371-10-01,1371-11-01,Ser Iacobus not. q. Ser Vannis de Appiano canc.,, D. D. A. A,1371,Gennaio-Febbraio,SUP. POT. ET MARCUS DE NARNIA LEG. DOCT. C. P. P,canc. maior,
14,1371-12-01,1372-01-01,Ser Iacobus not. q. Ser Vannis de Appiano canc.,,,1371-1372,Marzo-Aprile,,canc. maior,
15,1372-02-01,1372-03-01,Ser Iacobus q. Ser Vannis de Appiano canc.,,,1372,Maggio-Giugno,MAGNIF. ET POT. MILES D. PETRUS GAMBACURTA HONORAB. PIS. CIVIS. CAPITANEUS MASNADARUM PISANI COMUNIS ET POPULI PISANI. DEFENSOR ET CAP. P. P. SUPRASCRIPT,canc. maior,
16,1372-04-01,1372-05-01,Ser Iacobus not. q. Ser Vannis de Appiano canc.,,,1372,Luglio-Agosto,M. ET P. MILES D. PETRUS GAMBACURTA ET D. BALIGANUS SUPR. POT. NEC NON D. CAP. P. P. SUPR.,canc. maior,
17,1372-06-01,1372-07-01,Ser Iacobus not. q. Ser Vannis de Appiano canc.,,,1372,Settembre-Ottobre,,canc. maior,
18,1372-08-01,1372-09-01,Ser Iacobus not. q. Ser Vannis de Appiano canc.,,,1372,Novembre-Dicembre,M. ET POT. MILES D. PETRUS GAMBACURTA etc. M. ET P. VIR D. BARTHOLOMEUS DE FELICINIS DE ARMANNIS DE PERUSIO PIS. POT. ET SUPR. C. P. P.,canc. maior,
19,1372-10-01,1372-11-01,Ser Iacobus not. olim Ser Vannis de Appiano canc,,,1372,Gennaio-Febbraio,SUPR. D. PETRUS GAMBACURTA etc. D. BARTHOLOMEUS etc. P. P. ET D. IACOBUS DE SENIS LEG. DOCT. C. P. P. ,canc. maior,
20,1372-12-01,1373-01-01,Ser Iacobus not. olim Ser Vannis de Appiano canc,,,1372-1373,Marzo-Aprile,,canc. maior,
21,1373-02-01,1373-03-01,Ser Iacobus not. olim Ser Vannis de Appiano canc.,,,1373,Maggio-Giugno,,canc. maior,
22,1373-04-01,1373-05-01,Ser Iacobus not. olim Ser Vannis de Appiano canc.,,,1373,Luglio-Agosto,,canc. maior,
23,1373-06-01,1373-07-01,Ser Iacobus not. olim Ser Iohannis de Appianno canc,,,1373,Settembre-Ottobre,,canc. maior,
24,1373-08-01,1373-09-01,Ser Iacobus Ser Iohannis de Appiano canc,,,1373,Novembre-Dicembre,M. ET P. MIL. D. PETRUS GAMBACURTA etc. ET NOB. ET POT. MIL. D. BERNARDINUS DE CHANA P. P. ET D. C. P. P. SUPR. ET SUCCESSOR SUUS EGR. LEG. DOCT. D. VALLERIANUS DE CETONA C. P. P. ,canc. maior,
25,1373-10-01,1373-11-01,Ser Iacobus Ser Iohannis de Appiano canc.,,,1373,Gennaio-Febbraio,,canc. maior,
26,1373-12-01,1374-01-01,Ser Iacobus Ser Iohannis de Appiano canc,,,1373-1374,Marzo-Aprile,,canc. maior,
27,1374-02-01,1374-03-01,Ser Iacobus Ser Vannis de Ap- piano canc,,,1374,Maggio-Giugno,,canc. maior,
28,1374-04-01,1374-05-01,Ser Iacobus Ser Vannis de Appiano canc.,,,1374,Luglio-Agosto,,canc. maior,
29,1374-06-01,1374-07-01,Ser Iacobus Iohannis de Appiano canc,,,1374,Settembre-Ottobre,,canc. maior,
30,1374-08-01,1374-09-01,Ser Iacobus Ser Vannis de Appiano canc,,,1374,Novembre-Dicembre,M. ET P. MILES D. PETRUS DE GAMBACURTA etc. NOB. ET POT. VIR D. D. PAULUS ARGENTI COMES DE CAMPELLO DE SPOLETO P. P. ET D. VALLERANUS SUPR. C. P. P. PRO UNO ANNO FINITO DIE XXVI DECEMBRIS ET D. GUILLELMUS DE CASTILIONE ARETINO C. P. P. PRO UNO ANNO INCEPTO DIE SUPRASCRIPTO,canc. maior,
31,1374-10-01,1374-11-01,Ser Iacobus q. Ser Vannis de Appiano canc.,,,1374,Gennaio-Febbraio,,canc. maior,
32,1374-12-01,1375-01-01,Ser Iacobus Ser Vannis de Appiano canc,,,1374-1375,Marzo-Aprile,,canc. maior,
33,1375-02-01,1375-03-01,Ser Iacobus q. Ser Vannis de Appiano canc.,,,1375,Maggio-Giugno,,canc. maior,
34,1375-04-01,1375-05-01,Ser Iacobus not. q. Ser Vannis de Appiano canc,,,1375,Luglio-Agosto,,canc. maior,
35,1375-06-01,1375-07-01,Ser Iacobus de Appiano. canc.,,,1375,Settembre-Ottobre,,canc. maior,
36,1375-08-01,1375-09-01,Ser Iacobus de Appiano not. canc.,,,1375,Novembre-Dicembre,M. ET P. MIL. D. PETRUS DE GAMBACURTA etc. ET NOB. ET POT. VIR D. IOANNES CORRADUCCII DE MONTE ROCCHO DE ESCULO MILES ET LEG. DOCT. P. P. ET SUPR. C. P. P. ,canc. maior,
37,1375-10-01,1375-11-01,C. V. Ser Iacobus de Appiano canc.,,Circumspectus vir,1375,Gennaio-Febbraio,M. ET P. MIL. D. PETRUS DE GAMBACURTIS etc. ET HONOR. VIR D. ARCANGELUS D. IACOBI DE INTERANNE C. P. P,canc. maior,
38,1375-12-01,1376-01-01,C. V. Ser Iacobus de Appiano canc.,,,1375-1376,Marzo-Aprile,,canc. maior,
39,1376-02-01,1376-03-01,C. V. Ser Iacobus de Appiano canc.,,,1376,Maggio-Giugno,,canc. maior,
40,1376-04-01,1376-05-01,C. V. Ser Iacobus de Appiano canc,,,1376,Luglio-Agosto,,canc. maior,
41,1376-06-01,1376-07-01,C. V. Ser Iacobus de Appiano canc.,,,1376,Settembre-Ottobre,,canc. maior,
42,1376-08-01,1376-09-01,C. V. Ser Iacobus de Appiano canc.,,,1376,Novembre-Dicembre,,canc. maior,
43,1376-10-01,1376-11-01,C. V. Ser Iacobus de Appiano canc,,,1376,Gennaio-Febbraio,M. ET P. MILES D. PETRUS DE GAMBACURTA etc. ET EGREG. LEG. DOCT. D. IOHANNES SIMONIS DE NARNIA C. P. P.,canc. maior,
44,1376-12-01,1377-01-01,Ser Iacobus de Appiano canc.,,,1376-1377,Marzo-Aprile,,canc. maior,
45,1377-02-01,1377-03-01,Ser Iacobus de Appiano canc,,,1377,Maggio-Giugno,,canc. maior,
46,1377-04-01,1377-05-01,Ser Iacobus de Appiano canc.,,,1377,Luglio-Agosto,,canc. maior,
47,1377-06-01,1377-07-01,Ser Iacobus de Appiano canc,,,1377,Settembre-Ottobre,,canc. maior,
48,1377-08-01,1377-09-01,Ser Iacobus de Appiano canc,,,1377,Novembre-Dicembre,,canc. maior,
49,1377-10-01,1377-11-01,Ser Iacobus de Appiano canc,,,1377,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POT. VIR D. BERARDUS DE MELATINO DE ABRUTIO MILES PIS. POTEST. ET D. CAPIT. SUP.,canc. maior,
50,1377-12-01,1378-01-01,Ser Iaco- bus de Appiano canc,,,1377-1378,Marzo-Aprile,,canc. maior,
51,1378-02-01,1378-03-01,Ser Iacobus de Appiano canc,,,1378,Maggio-Giugno,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POTENS VIR MICHAEL DE REPRANDIS DE MARROSTICA DE PADUA CAPIT. PIS. POP,canc. maior,
52,1378-04-01,1378-05-01,Ser Iacobus Ser Vannis de Appiano canc,,,1378,Luglio-Agosto,,canc. maior,
53,1378-06-01,1378-07-01,Ser Iacobus olim Ser Vannis de Appiano canc.,,,1378,Settembre-Ottobre,,canc. maior,
54,1378-08-01,1378-09-01,Ser Iaco- bus q. Ser Vannis de Appiano canc,,,1378,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POTENS VIR FRANCISCUS D. ANDREOCTI MILES DE SPOLETO COMES DE CAMPELLO P. P. ET CAPIT. SUPRAS,canc. maior,
55,1378-10-01,1378-11-01,Ser Iacobus q. Ser Vannis de Appiano canc.,,,1378,Gennaio-Febbraio,,canc. maior,
56,1378-12-01,1379-01-01,Ser Iacobus not. q. Ser Vannis de Appiano canc.,,,1378-1379,Marzo-Aprile,,canc. maior,
57,1379-02-01,1379-03-01,Ser Iacobo not. q. Ser Vannis not. de Appiano canc,,,1379,Maggio-Giugno,,canc. maior,
58,1379-04-01,1379-05-01,Ser Iacobus q. Ser Vannis de Appiano canc.,,,1379,Luglio-Agosto,M. V. D. PETRUS DE GAMBACURTIS etc. SUPR. P. P. ET D. LUDOVICUS DE ARIMINO LEG. DOCT. C. P. P,canc. maior,
59,1379-06-01,1379-07-01,Ser Iacobus not. q. Ser Vannis de Appiano canc.,,,1379,Settembre-Ottobre,,canc. maior,
60,1379-08-01,1379-09-01,Ser Vannis de Appiano canc.,,,1379,Novembre-Dicembre,,canc. maior,
61,1379-10-01,1379-11-01,Ser Iacobus q. Ser Vannis de Appiano canc.,,,1379,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. PETRUS DE SALIMBENIBUS DE SENIS MILES. P. P,canc. maior,
62,1379-12-01,1380-01-01,Ser Iacobus q. Ser Vannis de Appiano canc,,,1379-1380,Marzo-Aprile,,canc. maior,
63,1380-02-01,1380-03-01,Ser Iacobus q. Ser Vannis de Appiano canc.,,,1380,Maggio-Giugno,,canc. maior,
64,1380-04-01,1380-05-01,Ser Iacobus not. olim Ser Vannis de Appiano canc,,,1380,Luglio-Agosto,M. V. D. PETRUS DE GAMBACURTIS etc. D. LUDOVICUS DE ARIMINO C. P. P. SUPR. USQUE AD DIEM SECUNDUM AUG. ET POSTEA EGREG. LEG. DOCT. D. TADDEUS DE MOLCIS DE PARMA C. P. P.,canc. maior,
65,1380-06-01,1380-07-01,Ser Iacobus de Appiano canc.,,,1380,Settembre-Ottobre,,canc. maior,
66,1380-08-01,1380-09-01,Ser Iacobus de Appiano canc.,,,1380,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. NINALBERTUS DE TUDERTO MIL. P. P. ET D. C. P. P. SUPR.,canc. maior,
67,1380-10-01,1380-11-01,Ser Iacobus de Appiano canc.,,,1380,Gennaio-Febbraio,,canc. maior,
68,1380-12-01,1381-01-01,Ser Iacobus Ser Vannis de Appiano canc,,,1380-1381,Marzo-Aprile,,canc. maior,
69,1381-02-01,1381-03-01,Ser Iacobus Ser Vannis de Appiano canc.,,,1381,Maggio-Giugno,,canc. maior,
70,1381-04-01,1381-05-01,Ser Iacobus Ser Van- nis de Appiano canc.,,,1381,Luglio-Agosto,,canc. maior,
71,1381-06-01,1381-07-01,Ser Iacobus Ser Vannis de Appiano canc.,,,1381,Settembre-Ottobre,,canc. maior,
72,1381-08-01,1381-09-01,Ser Iacobus Ser Vannis de Appiano canc.,,,1381,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. D. P. P. SUPRASCRIPT. ET D. IACOBUS DE BROCCARDIS DE YMOLA LEG. DOCT. C. P. P. ,canc. maior,
73,1381-10-01,1381-11-01,Ser Iacobus Ser Vannis de Appiano canc,,,1381,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. DOM. P. SUPRASCRIPTUS ET D. PETRUS DE SPOLETO MIL. COMES DE CAMPELLO NUNC P. P. PRO UNO ANNO INCEPTO  DIE QUINTADECIMA MENS. IANUAR. ET D. C. P. P. SUPRASCRIPT,canc. maior,
74,1381-12-01,1382-01-01,Ser Iacobus Ser Vannis de Appiano canc,,,1381-1382,Marzo-Aprile,,canc. maior,
75,1382-02-01,1382-03-01,Ser Iacobus Ser Vannis de Appiano canc.,,,1382,Maggio-Giugno,,canc. maior,
76,1382-04-01,1382-05-01,Ser Iacobus olim Ser Vannis de Appiano canc.,,,1382,Luglio-Agosto,,canc. maior,
77,1382-06-01,1382-07-01,Ser Iacobus Ser Vannis de Appiano canc,,,1382,Settembre-Ottobre,,canc. maior,
78,1382-08-01,1382-09-01,Ser Iacobus olim Vannis de Appiano canc.,,,1382,Novembre-Dicembre,,canc. maior,
79,1382-10-01,1382-11-01,Ser Iacobus olim Ser Vannis de Appiano canc,,,1382,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET D. CRISPOLTUS DE VIGNONIBUS DE PERUSIO LEG. DOCT. C. P. P. ,canc. maior,
80,1382-12-01,1383-01-01,Ser Iacobus olim Ser Vannis de Appiano canc.,,,1382-1383,Marzo-Aprile,M. V. D. PETRUS DE GAMBACURTIS etc. ET MAGNIF. VIR D. IACOBUS DE PRESBITERIS DE BONONIA MIL. ET LEG. DOCT. P. P. ET C. SUPRAS,canc. maior,
81,1383-02-01,1383-03-01,Ser Iacobus olim Ser Vannis de Appiano canc,,,1383,Maggio-Giugno,,canc. maior,
82,1383-04-01,1383-05-01,Ser Iacobus olim Ser Vannis de Appiano canc,,,1383,Luglio-Agosto,,canc. maior,
83,1383-06-01,1383-07-01,Ser Iacobus olim Ser Vannis de Appiano canc,,,1383,Settembre-Ottobre,,canc. maior,
84,1383-08-01,1383-09-01,Ser Iacobus olim Ser Vannis de Appiano canc,,,1383,Novembre-Dicembre,,canc. maior,
85,1383-10-01,1383-11-01,Ser Iacobus olim Ser Vannis de Appiano canc,,,1383,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET EGREGIUS ET SAPIENS VIR D. OPISONUS DE ALIDOSIIS DE YMOLA P. P. ET D. BELLEBUONUS DE VITERBIO LEG. DOCT. ,canc. maior,
86,1383-12-01,1384-01-01,Ser Iacobus olim Ser Vannis de Appiano canc.,,,1383-1384,Marzo-Aprile,,canc. maior,
87,1384-02-01,1384-03-01,Ser Iacobus olim Ser Van- nis de Appiano canc.,,,1384,Maggio-Giugno,,canc. maior,
88,1384-04-01,1384-05-01,Ser Iacobus Ser Vannis de Appiano canc.,de Campo,,1384,Luglio-Agosto,,canc. maior,
89,1384-06-01,1384-07-01,Ser Iacobus q. Ser Vannis de Appiano canc.,de Campo,,1384,Settembre-Ottobre,,canc. maior,
90,1384-08-01,1384-09-01,Ser Iacobus Ser Vannis de Appiano canc.,de Campo,,1384,Novembre-Dicembre,M. ET P. V. D. PETRUS DE GAMBACURTIS etc. EGREG. LEG. DOCT. D. FULCHINUS DE PLAGENTIA C. P. P,canc. maior,
91,1384-10-01,1384-11-01,Ser Iacobus q. Ser Vannis de Appiano canc.,de Campo,,1384,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET EGR. MIL. D. ORLANDUS DE MALEVOLTIS DE SENIS P. P. ET D. C. P. P. SUPRASCRIPT,canc. maior,
92,1384-12-01,1385-01-01,Ser Iacobus q. Ser Vannis de Appiano canc.,de Campo,,1384-1385,Marzo-Aprile,,canc. maior,
93,1385-02-01,1385-03-01,Ser Iacobus q. Ser Vannis de Appiano canc,de Campo,,1385,Maggio-Giugno,,canc. maior,
94,1385-04-01,1385-05-01,Ser Iacobus q. Ser Vannis de Appiano canc,de Lavaino,,1385,Luglio-Agosto,,canc. maior,
95,1385-06-01,1385-07-01,Ser Iacobus olim Ser Vannis de Appiano canc,de Lavaino,,1385,Settembre-Ottobre,,canc. maior,
96,1385-08-01,1385-09-01,Ser Iacobus not. q. Ser Vannis de Appiano canc,,,1385,Novembre-Dicembre,,canc. maior,
97,1385-10-01,1385-11-01,Ser Iacopus not. q. Ser Vannis de Appiano canc.,,,1385,Gennaio-Febbraio,PETRUS DE GAMBACURTIS etc. ET NOB. ET SAPIENS VIR D. ROBERTUS MARII DE EXCULO MIL. P. P. ET EGREG. LEG. DOCT. D. MANFREDUS DE GILIBERTIS DE SPOLETO,canc. maior,
98,1385-12-01,1386-01-01,Ser Iacobus q. Ser Vannis de Appiano canc,de Lavaino,,1385-1386,Marzo-Aprile,,canc. maior,
99,1386-02-01,1386-03-01,Ser Iacobus q. Ser Vannis de Appiano canc.,de Lavaino,,1386,Maggio-Giugno,,canc. maior,
100,1386-04-01,1386-05-01,Ser Iacobus Ser Vannis de Appiano canc.,,,1386,Luglio-Agosto,,canc. maior,
