numero mandato,data inizio mandato,data fine mandato,nome,nota,altra nota,anno,mesi,note data,ruolo,quartiere
24,1373-08-01,1373-09-01,Ciolus Ser Coli Bondiei,Bondiei,,1373,Novembre-Dicembre,M. ET P. MIL. D. PETRUS GAMBACURTA etc. ET NOB. ET POT. MIL. D. BERNARDINUS DE CHANA P. P. ET D. C. P. P. SUPR. ET SUCCESSOR SUUS EGR. LEG. DOCT. D. VALLERIANUS DE CETONA C. P. P. ,anziano #1,ponte
25,1373-10-01,1373-11-01,Iohannes Nerii Macigne,Macigna,,1373,Gennaio-Febbraio,,anziano #1,ponte
26,1373-12-01,1374-01-01,Bectus Cegne,,Candellarius,1373-1374,Marzo-Aprile,,anziano #1,ponte
27,1374-02-01,1374-03-01,Bectus Iacobi Papa,Pape,,1374,Maggio-Giugno,,anziano #1,ponte
28,1374-04-01,1374-05-01,Iohannes Vannuccii Poverini,Poverini,,1374,Luglio-Agosto,,anziano #1,ponte
29,1374-06-01,1374-07-01,Iohannes q. Ser Cecchi,,Pacterius,1374,Settembre-Ottobre,,anziano #1,ponte
30,1374-08-01,1374-09-01,Iohannes Tinghi Boncontis,Bonconte,,1374,Novembre-Dicembre,M. ET P. MILES D. PETRUS DE GAMBACURTA etc. NOB. ET POT. VIR D. D. PAULUS ARGENTI COMES DE CAMPELLO DE SPOLETO P. P. ET D. VALLERANUS SUPR. C. P. P. PRO UNO ANNO FINITO DIE XXVI DECEMBRIS ET D. GUILLELMUS DE CASTILIONE ARETINO C. P. P. PRO UNO ANNO INCEPTO DIE SUPRASCRIPTO,anziano #1,ponte
31,1374-10-01,1374-11-01,Iacobus Ser Cecchi Nacchi de Plumbino,de Plumbino,,1374,Gennaio-Febbraio,,anziano #1,ponte
32,1374-12-01,1375-01-01,Luixius Falconis q. Ser Bartholomei Falconis,Falconis,,1374-1375,Marzo-Aprile,,anziano #1,ponte
33,1375-02-01,1375-03-01,Guaspar Bugliafava,,,1375,Maggio-Giugno,,anziano #1,ponte
34,1375-04-01,1375-05-01,Masseus Del Verde,Del Verde,,1375,Luglio-Agosto,,anziano #1,ponte
35,1375-06-01,1375-07-01,Iohannes Massei Gacti,Gactus,,1375,Settembre-Ottobre,,anziano #1,ponte
36,1375-08-01,1375-09-01,Gerardus D. Ciani Scorcialupi,Scorcialupi,,1375,Novembre-Dicembre,M. ET P. MIL. D. PETRUS DE GAMBACURTA etc. ET NOB. ET POT. VIR D. IOANNES CORRADUCCII DE MONTE ROCCHO DE ESCULO MILES ET LEG. DOCT. P. P. ET SUPR. C. P. P. ,anziano #1,ponte
37,1375-10-01,1375-11-01,Andreas Fazellus,,,1375,Gennaio-Febbraio,M. ET P. MIL. D. PETRUS DE GAMBACURTIS etc. ET HONOR. VIR D. ARCANGELUS D. IACOBI DE INTERANNE C. P. P,anziano #1,ponte
38,1375-12-01,1376-01-01,Faldinus Gerardi de Montecchio,de Montecchio,,1375-1376,Marzo-Aprile,,anziano #1,ponte
39,1376-02-01,1376-03-01,Iohannes Bolgaruccii,,,1376,Maggio-Giugno,,anziano #1,ponte
40,1376-04-01,1376-05-01,Bartholomeus Ser Coli de Scorno,De Scorno,,1376,Luglio-Agosto,,anziano #1,ponte
41,1376-06-01,1376-07-01,Mag. Iacobus Pieri Picchiapietra,Picchiapietra,Magister,1376,Settembre-Ottobre,,anziano #1,ponte
42,1376-08-01,1376-09-01,Iohannes Michaelis Cavalcantis,,Pacterius,1376,Novembre-Dicembre,,anziano #1,ponte
43,1376-10-01,1376-11-01,Cellinus Ser Simonis de Septimo,de Septimo,,1376,Gennaio-Febbraio,M. ET P. MILES D. PETRUS DE GAMBACURTA etc. ET EGREG. LEG. DOCT. D. IOHANNES SIMONIS DE NARNIA C. P. P.,anziano #1,ponte
44,1376-12-01,1377-01-01,Bonaiuncta olim Ser Simonis Rustichelli,Rustichelli,,1376-1377,Marzo-Aprile,,anziano #1,ponte
45,1377-02-01,1377-03-01,Bectus Ser Barthalomei Soppi,Soppos (Zoppo?),,1377,Maggio-Giugno,,anziano #1,ponte
46,1377-04-01,1377-05-01,Paulus Cecchi Nacchi de Plumbino,de Plumbino,,1377,Luglio-Agosto,,anziano #1,ponte
47,1377-06-01,1377-07-01,Grassinus Guidi,,Guantarius,1377,Settembre-Ottobre,,anziano #1,ponte
48,1377-08-01,1377-09-01,Spillius,,Vagellarius,1377,Novembre-Dicembre,,anziano #1,ponte
49,1377-10-01,1377-11-01,Guasparius Soppus,Soppos (Zoppo?),,1377,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POT. VIR D. BERARDUS DE MELATINO DE ABRUTIO MILES PIS. POTEST. ET D. CAPIT. SUP.,anziano #1,ponte
50,1377-12-01,1378-01-01,Iohannes Bondiei,Bondiei,,1377-1378,Marzo-Aprile,,anziano #1,ponte
51,1378-02-01,1378-03-01,Antonius Dominici,,mat. (?),1378,Maggio-Giugno,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POTENS VIR MICHAEL DE REPRANDIS DE MARROSTICA DE PADUA CAPIT. PIS. POP,anziano #1,ponte
52,1378-04-01,1378-05-01,Cianus Gerardi Astarii.,Astarii,,1378,Luglio-Agosto,,anziano #1,ponte
53,1378-06-01,1378-07-01,Gerardus D. Ciani Scorcialupi,Scorcialupi,,1378,Settembre-Ottobre,,anziano #1,ponte
54,1378-08-01,1378-09-01,Iohannes Ser Bacciamei de Malaventre,de Malaventre,,1378,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POTENS VIR FRANCISCUS D. ANDREOCTI MILES DE SPOLETO COMES DE CAMPELLO P. P. ET CAPIT. SUPRAS,anziano #1,ponte
55,1378-10-01,1378-11-01,Iacobus Benincasa,Benincasa,,1378,Gennaio-Febbraio,,anziano #1,ponte
56,1378-12-01,1379-01-01,Michael Davini,,Setaiolus,1378-1379,Marzo-Aprile,,anziano #1,ponte
57,1379-02-01,1379-03-01,Georgius Cecchi,,Bicchierarius,1379,Maggio-Giugno,,anziano #1,ponte
58,1379-04-01,1379-05-01,Iohannes Rustichelli,Rustichelli,,1379,Luglio-Agosto,M. V. D. PETRUS DE GAMBACURTIS etc. SUPR. P. P. ET D. LUDOVICUS DE ARIMINO LEG. DOCT. C. P. P,anziano #1,ponte
59,1379-06-01,1379-07-01,Guelfus Ser Macthei Bilanciarii,,,1379,Settembre-Ottobre,,anziano #1,ponte
60,1379-08-01,1379-09-01,Mactheus Ser Cei,,Pacterius,1379,Novembre-Dicembre,,anziano #1,ponte
61,1379-10-01,1379-11-01,Iohannes Benedicti Falconis,,,1379,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. PETRUS DE SALIMBENIBUS DE SENIS MILES. P. P,anziano #1,ponte
62,1379-12-01,1380-01-01,Bonaiuncta Nini Caprarie,de Capraria,,1379-1380,Marzo-Aprile,,anziano #1,ponte
63,1380-02-01,1380-03-01,Pierus Soppus,Soppos (Zoppo?),,1380,Maggio-Giugno,,anziano #1,ponte
64,1380-04-01,1380-05-01,Iohannes Iacobi Bondiei,Bondiei,,1380,Luglio-Agosto,M. V. D. PETRUS DE GAMBACURTIS etc. D. LUDOVICUS DE ARIMINO C. P. P. SUPR. USQUE AD DIEM SECUNDUM AUG. ET POSTEA EGREG. LEG. DOCT. D. TADDEUS DE MOLCIS DE PARMA C. P. P.,anziano #1,ponte
65,1380-06-01,1380-07-01,Pierus Cecchi Nocchi,,,1380,Settembre-Ottobre,,anziano #1,ponte
66,1380-08-01,1380-09-01,Sigerius Bondi de Cascina,de Cascina,,1380,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. NINALBERTUS DE TUDERTO MIL. P. P. ET D. C. P. P. SUPR.,anziano #1,ponte
67,1380-10-01,1380-11-01,Cecchus Pieri,,Pictor,1380,Gennaio-Febbraio,,anziano #1,ponte
68,1380-12-01,1381-01-01,Ceus Nerii,,Pacterius,1380-1381,Marzo-Aprile,,anziano #1,ponte
69,1381-02-01,1381-03-01,Colus Ser Benvenuti Vannis,,,1381,Maggio-Giugno,,anziano #1,ponte
70,1381-04-01,1381-05-01,Iohannes Iacobi Falconis,,,1381,Luglio-Agosto,,anziano #1,ponte
71,1381-06-01,1381-07-01,Marianus Oddi Soppi,Soppos (Zoppo?),,1381,Settembre-Ottobre,,anziano #1,ponte
72,1381-08-01,1381-09-01,Paulus Nerii Del Guercio,del Guercio,,1381,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. D. P. P. SUPRASCRIPT. ET D. IACOBUS DE BROCCARDIS DE YMOLA LEG. DOCT. C. P. P. ,anziano #1,ponte
73,1381-10-01,1381-11-01,Colus de Arena,de Arena,Calsularius,1381,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. DOM. P. SUPRASCRIPTUS ET D. PETRUS DE SPOLETO MIL. COMES DE CAMPELLO NUNC P. P. PRO UNO ANNO INCEPTO  DIE QUINTADECIMA MENS. IANUAR. ET D. C. P. P. SUPRASCRIPT,anziano #1,ponte
74,1381-12-01,1382-01-01,Pierus Bartholomei de Abbaco,de Abbaco,,1381-1382,Marzo-Aprile,,anziano #1,ponte
75,1382-02-01,1382-03-01,Franciscus Mannellini,,,1382,Maggio-Giugno,,anziano #1,ponte
76,1382-04-01,1382-05-01,Soldus Salvini,,Lanarius seu lanifex,1382,Luglio-Agosto,,anziano #1,ponte
77,1382-06-01,1382-07-01,Iacobus Gerardi Astarius,Astarii,,1382,Settembre-Ottobre,,anziano #1,ponte
78,1382-08-01,1382-09-01,Antone Compagni,,Spetiarius,1382,Novembre-Dicembre,,anziano #1,ponte
79,1382-10-01,1382-11-01,Iulianus Del Corso,Del Corso,Spetiarius,1382,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET D. CRISPOLTUS DE VIGNONIBUS DE PERUSIO LEG. DOCT. C. P. P. ,anziano #1,ponte
80,1382-12-01,1383-01-01,Cinus Ser Iohannis de Vecchiano,de Vecchiano,,1382-1383,Marzo-Aprile,M. V. D. PETRUS DE GAMBACURTIS etc. ET MAGNIF. VIR D. IACOBUS DE PRESBITERIS DE BONONIA MIL. ET LEG. DOCT. P. P. ET C. SUPRAS,anziano #1,ponte
81,1383-02-01,1383-03-01,Tomasus Bonuccii,,Pacterius,1383,Maggio-Giugno,,anziano #1,ponte
82,1383-04-01,1383-05-01,Ranerius D. Iacobi de Peccioli,de Peccioli,,1383,Luglio-Agosto,,anziano #1,ponte
83,1383-06-01,1383-07-01,s. Gerardi defuncti electus die sextodecimo septembris. Iohannes Ser Coli de Schorno,De Scorno,,1383,Settembre-Ottobre,,anziano #1,ponte
84,1383-08-01,1383-09-01,Nicolaus de Cascina,de Cascina,,1383,Novembre-Dicembre,,anziano #1,ponte
85,1383-10-01,1383-11-01,Mag. Dominicus Pasquini Picchiapietre,Picchiapietra,Magister,1383,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET EGREGIUS ET SAPIENS VIR D. OPISONUS DE ALIDOSIIS DE YMOLA P. P. ET D. BELLEBUONUS DE VITERBIO LEG. DOCT. ,anziano #1,ponte
86,1383-12-01,1384-01-01,Nicolaus Francisci Rusti,,,1383-1384,Marzo-Aprile,,anziano #1,ponte
87,1384-02-01,1384-03-01,Michael Filippi Astarii,Astarii,,1384,Maggio-Giugno,,anziano #1,ponte
88,1384-04-01,1384-05-01,Simon Gentis de Uzilliano,de Uzilliano,,1384,Luglio-Agosto,,anziano #1,ponte
89,1384-06-01,1384-07-01,Iacobus Ser Peronis,,Setaiolus,1384,Settembre-Ottobre,,anziano #1,ponte
90,1384-08-01,1384-09-01,Ser Colus Vannis Bucchie,Boccha,,1384,Novembre-Dicembre,M. ET P. V. D. PETRUS DE GAMBACURTIS etc. EGREG. LEG. DOCT. D. FULCHINUS DE PLAGENTIA C. P. P,anziano #1,ponte
91,1384-10-01,1384-11-01,Bindus Gerardi Astarius,Astarii,,1384,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET EGR. MIL. D. ORLANDUS DE MALEVOLTIS DE SENIS P. P. ET D. C. P. P. SUPRASCRIPT,anziano #1,ponte
92,1384-12-01,1385-01-01,Laurentius Venturini,,Batteloro,1384-1385,Marzo-Aprile,,anziano #1,ponte
93,1385-02-01,1385-03-01,Iohannes Oddonis Soppi,Soppos (Zoppo?),,1385,Maggio-Giugno,,anziano #1,ponte
94,1385-04-01,1385-05-01,Paulus Coli Rustici,,,1385,Luglio-Agosto,,anziano #1,ponte
95,1385-06-01,1385-07-01,Iohannes Ser Coli de Scorno,De Scorno,,1385,Settembre-Ottobre,,anziano #1,ponte
96,1385-08-01,1385-09-01,Iacobus Rainerii de Rasignano,de Rasignano,,1385,Novembre-Dicembre,,anziano #1,ponte
97,1385-10-01,1385-11-01,Colus Ser Benvenuti,,,1385,Gennaio-Febbraio,PETRUS DE GAMBACURTIS etc. ET NOB. ET SAPIENS VIR D. ROBERTUS MARII DE EXCULO MIL. P. P. ET EGREG. LEG. DOCT. D. MANFREDUS DE GILIBERTIS DE SPOLETO,anziano #1,ponte
98,1385-12-01,1386-01-01,Rainerius mag. Coscii,,,1385-1386,Marzo-Aprile,,anziano #1,ponte
99,1386-02-01,1386-03-01,Ser Francischus Ser Nuccii de Paule,,,1386,Maggio-Giugno,,anziano #1,ponte
100,1386-04-01,1386-05-01,Iacobus Iohannis Boetii,,Pacterius,1386,Luglio-Agosto,,anziano #1,ponte
101,1386-06-01,1386-07-01,Iacobus Ser Cei,,Copertoriarius,1386,Settembre-Ottobre,,anziano #1,ponte
102,1386-08-01,1386-09-01,Georgius Ser Guidi,,Pacterius,1386,Novembre-Dicembre,,anziano #1,ponte
103,1386-10-01,1386-11-01,Iohannes Bartholomei Soppi,Soppos (Zoppo?),,1386,Gennaio-Febbraio,"M. V. D. PETRUS DE GAMBACURTIS etc. D. THOMASUS DE TROCCHIS DE YMOLA PIS. POTEST. ET D. MANFREDUS DE GILIBERTIS C. P. P. PRO DIEBUS VIGINTI IANUARII INFRASCRIPTI, ET EGREG. LEG. DOCT. D. STEFANUS DE CRESCENTIBUS DE AMELIA PRO RELIQUO TEMPORE. ",anziano #1,ponte
104,1386-12-01,1387-01-01,Pierus Papa,Pape,,1386-1387,Marzo-Aprile,,anziano #1,ponte
105,1387-02-01,1387-03-01,Iohannes Ser Henrigi de Avena,de Avena,,1387,Maggio-Giugno,,anziano #1,ponte
106,1387-04-01,1387-05-01,Henricus Macthei de Nodica,de Nodica,,1387,Luglio-Agosto,,anziano #1,ponte
107,1387-06-01,1387-07-01,Iohannes Iacobi Bondiei,Bondiei,,1387,Settembre-Ottobre,,anziano #1,ponte
108,1387-08-01,1387-09-01,Nicolaus Bartholomei Soppi,Soppos,,1387,Novembre-Dicembre,,anziano #1,ponte
109,1387-10-01,1387-11-01,Pierus Benvenuti Vannis,,,1387,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. TOMASUS DE ANGELELLIS DE BONONIA MIL. ET LEG. DOCT. P. P. ET D. NICOLAUS DE CALVIS DE ROMA,anziano #1,ponte
110,1387-12-01,1388-01-01,Augustinus Gerardi Hastarius,Astarii,,1387-1388,Marzo-Aprile,,anziano #1,ponte
111,1388-02-01,1388-03-01,Iohannes Ser Coli de Scorno,De Scorno,,1388,Maggio-Giugno,,anziano #1,ponte
112,1388-04-01,1388-05-01,Iohannes Bonincontri de Lavaiano,de Lavaino,,1388,Luglio-Agosto,,anziano #1,ponte
113,1388-06-01,1388-07-01,Lupardus Lupardi de Vecchiano,de Vecchiano,,1388,Settembre-Ottobre,,anziano #1,ponte
114,1388-08-01,1388-09-01,Antonius Oddi Soppi,Soppus,,1388,Novembre-Dicembre,,anziano #1,ponte
115,1388-10-01,1388-11-01,Paulus Gaddi,,Aurifex,1388,Gennaio-Febbraio,,anziano #1,ponte
116,1388-12-01,1389-01-01,Lapus Lippi Astarii,Astarii,,1388-1389,Marzo-Aprile,M. V. D. PETRUS DE GAMBACUR- TIS etc. D. ANGELUS DE MALAVOLTIS DE SENIS MILES P. P. EGREG. ET EXCELL. ANTONIUS DE CINGULO LEG. DOCT. C. P. P.,anziano #1,ponte
117,1389-02-01,1389-03-01,Gante Iohannis Cavalcantis,,,1389,Maggio-Giugno,,anziano #1,ponte
118,1389-04-01,1389-05-01,Iohannes Ser Coscii Massuferus,,,1389,Luglio-Agosto,,anziano #1,ponte
119,1389-06-01,1389-07-01,Taddeus de Montecchio,de Montecchio,,1389,Settembre-Ottobre,,anziano #1,ponte
120,1389-08-01,1389-09-01,Benedictus Palmerii,,Balistarius,1389,Novembre-Dicembre,,anziano #1,ponte
121,1389-10-01,1389-11-01,Iohannes Andree Fagioli,Fagioli,,1389,Gennaio-Febbraio,M. V. D. PETRUS GAMBACURTIS etc. ET NOB. ET POT. VIR D. ALBERTUS DE GALLUSSIS DE BONONIA MIL. P. P. ET D. LEG. DOCT. HENRIGUS DE GUIGLIARINIS DE LUCO C. P. P,anziano #1,ponte
122,1389-12-01,1390-01-01,Antonius Michaelis Davini,,,1389-1390,Marzo-Aprile,,anziano #1,ponte
123,1390-02-01,1390-03-01,Bartholomeus Cioli Pecora,del Pecora,,1390,Maggio-Giugno,,anziano #1,ponte
124,1390-04-01,1390-05-01,Ugolinus Iohannis Tortini,,,1390,Luglio-Agosto,,anziano #1,ponte
125,1390-06-01,1390-07-01,Antonius Laurentii,,Spetiarius,1390,Settembre-Ottobre,,anziano #1,ponte
126,1390-08-01,1390-09-01,Paulus de Cascina,de Cascina,,1390,Novembre-Dicembre,,anziano #1,ponte
127,1390-10-01,1390-11-01,Gante Iohannis Cavalcantis,,,1390,Gennaio-Febbraio,NOB. ET POT. VIR D. BISSANCIONUS COMES DE PAGNANO P. P. ET D. FILIPPUS DE BRANDAGLIIS DE ARETIO C. P. P,anziano #1,ponte
128,1390-12-01,1391-01-01,Stefanus Iohannis Boetius,,,1390-1391,Marzo-Aprile,,anziano #1,ponte
129,1391-02-01,1391-03-01,Filippus Gerardi Astarius,Astarii,,1391,Maggio-Giugno,,anziano #1,ponte
130,1391-04-01,1391-05-01,Salimbene de Campilia,de Campilia,,1391,Luglio-Agosto,,anziano #1,ponte
131,1391-06-01,1391-07-01,Gerardus Banducci Scaficcii,,,1391,Settembre-Ottobre,,anziano #1,ponte
132,1391-08-01,1391-09-01,Anthonius Ser Dominici,,Matrassarius,1391,Novembre-Dicembre,,anziano #1,ponte
133,1391-10-01,1391-11-01,Pierus Henrigi de Avane,de Avena,,1391,Gennaio-Febbraio,SPECTAB. MIL. D. PETRUS DE CAVALCABOBUS MARCHIO P. P. ET D. C. P. P. SUPRAS,anziano #1,ponte
134,1391-12-01,1392-01-01,Nicolaus Ser Barthalomei Soppi,Soppus,,1391-1392,Marzo-Aprile,D. POTEST. SUPRAS. ET EGREG. LEG. DOCT. VANNES ANGELI DE RECANATA C. P. P,anziano #1,ponte
135,1392-02-01,1392-03-01,Antonius Simonis,,Matrassarius,1392,Maggio-Giugno,,anziano #1,ponte
136,1392-04-01,1392-05-01,Pierus Iohannis de Malaventre,de Malaventre,,1392,Luglio-Agosto,,anziano #1,ponte
137,1392-06-01,1392-07-01,Andreas Papa,Pape,,1392,Settembre-Ottobre,,anziano #1,ponte
138,1392-08-01,1392-09-01,Bartalus Nocchi,,Spetiarius,1392,Novembre-Dicembre,,anziano #1,ponte
139,1392-10-01,1392-11-01,Giugo Macigna Ser Macigne,Macigna,,1392,Gennaio-Febbraio,NOB. ET EGR. VIR D. ARAO DE AURIA DE IANUA P. P. ET D. C. P. P. SUPRASCR. ,anziano #1,ponte
1,1369-10-01,1369-11-01,Puccinus Puccini,,Speronarius,1369,Gennaio-Febbraio,,anziano #2,ponte
2,1369-12-01,1370-01-01,Mone Cennarini,,Tabernarius,1369-1370,Marzo-Aprile,"Ranieri Sardo cap. 151 (nell'edizione dell'1845 della cronaca c'è una virgola dopo Giovanni di Puccio, Pancaldo)",anziano #2,ponte
3,1370-01-01,1370-03-01,Andreas Monis,,Topparius seu Toppaiolus,1370,Aprile-Maggio-Giugno,Due Priori per Quartiere,anziano #2,ponte
4,1370-04-01,1370-05-01,Ser Iohannes de Covinaria,de Covinaria,Notarius,1370,Luglio-Agosto,Due Priori per Quartiere /NOB. ET POT. MILES D. RAINERIUS UGOLINUCCII DE BASCHIO HONOR PISANORUM POTESTAS ,anziano #2,ponte
5,1370-06-01,1370-07-01,Leonardus Corsuccii,,Vinarius,1370,Settembre-Ottobre,,anziano #2,ponte
6,1370-08-01,1370-09-01,Pardus Gaddi,de Cisanello,Calthularius,1370,Novembre-Dicembre,NOB. ET POT. MILES DOMINUS CAROLUS DE MONTANINIS DE SENIS HONOR. Pisanorum Potestas,anziano #2,ponte
7,1370-10-01,1370-11-01,Benincasa Mei Casonis,,Notarius,1370,Gennaio-Febbraio,,anziano #2,ponte
8,1370-12-01,1371-01-01,Leone Faber q. Vannis.,,Faber,1370-1371,Marzo-Aprile,SUPRASCRIPT. POT. HABUIT ETIAM HOC TEMPORE OFFICIUM CAP. P. P,anziano #2,ponte
9,1371-02-01,1371-03-01,Andreas Michaelis,,Coriarius,1371,Maggio-Giugno,,anziano #2,ponte
10,1371-04-01,1371-05-01,Ser Perus Francisci Fatii,,,1371,Luglio-Agosto,,anziano #2,ponte
11,1371-06-01,1371-07-01,Colus Lippi Berlestie,,Coriarius,1371,Settembre-Ottobre,NOB. ET SAP. VIR D. MARCUS D. MACTHEI DE NARNIA LEG. DOCT.,anziano #2,ponte
12,1371-08-01,1371-09-01,Andreas Ser Monis,,Topparius seu Toppaiolus,1371,Novembre-Dicembre,NOB. ET EGR. MILES D. BALIGINUS DE BALIGANIS DE ESIO HONOR. P. P. ET MARCUS DE NARNIA SUPR. C. P. P.,anziano #2,ponte
13,1371-10-01,1371-11-01,Colus Bonaiuncta Navigantis,,Coriarius,1371,Gennaio-Febbraio,SUP. POT. ET MARCUS DE NARNIA LEG. DOCT. C. P. P,anziano #2,ponte
14,1371-12-01,1372-01-01,Agustinus Bandini,Bandini (?),Pelliparius,1371-1372,Marzo-Aprile,,anziano #2,ponte
15,1372-02-01,1372-03-01,Pierus Pucci Pandolfi,,Pelliparius,1372,Maggio-Giugno,MAGNIF. ET POT. MILES D. PETRUS GAMBACURTA HONORAB. PIS. CIVIS. CAPITANEUS MASNADARUM PISANI COMUNIS ET POPULI PISANI. DEFENSOR ET CAP. P. P. SUPRASCRIPT,anziano #2,ponte
16,1372-04-01,1372-05-01,Andreas Michaelis,,Coriarius,1372,Luglio-Agosto,M. ET P. MILES D. PETRUS GAMBACURTA ET D. BALIGANUS SUPR. POT. NEC NON D. CAP. P. P. SUPR.,anziano #2,ponte
17,1372-06-01,1372-07-01,Ser Iohannes D. Iacobi Iud. de Peccioli,de Peccioli,Notarius,1372,Settembre-Ottobre,,anziano #2,ponte
18,1372-08-01,1372-09-01,Ser Michael Ser Henrici de Nodica,de Nodica,Notarius,1372,Novembre-Dicembre,M. ET POT. MILES D. PETRUS GAMBACURTA etc. M. ET P. VIR D. BARTHOLOMEUS DE FELICINIS DE ARMANNIS DE PERUSIO PIS. POT. ET SUPR. C. P. P.,anziano #2,ponte
19,1372-10-01,1372-11-01,Ser Mactheus Guelfi Bilanciarli,,Notarius,1372,Gennaio-Febbraio,SUPR. D. PETRUS GAMBACURTA etc. D. BARTHOLOMEUS etc. P. P. ET D. IACOBUS DE SENIS LEG. DOCT. C. P. P. ,anziano #2,ponte
20,1372-12-01,1373-01-01,Bindus Ser Nicoli Clari,,Notarius,1372-1373,Marzo-Aprile,,anziano #2,ponte
21,1373-02-01,1373-03-01,Colus Lippi Berlescie,Berlescie,Coriarius,1373,Maggio-Giugno,,anziano #2,ponte
22,1373-04-01,1373-05-01,Pierus Puccii Pandolfi,,,1373,Luglio-Agosto,,anziano #2,ponte
23,1373-06-01,1373-07-01,Augustinus Vandini,Bandini (?),Pelliparius,1373,Settembre-Ottobre,,anziano #2,ponte
24,1373-08-01,1373-09-01,Ser Guido D. Iacobi Del Pactieri,Del Pactieri,Notarius,1373,Novembre-Dicembre,M. ET P. MIL. D. PETRUS GAMBACURTA etc. ET NOB. ET POT. MIL. D. BERNARDINUS DE CHANA P. P. ET D. C. P. P. SUPR. ET SUCCESSOR SUUS EGR. LEG. DOCT. D. VALLERIANUS DE CETONA C. P. P. ,anziano #2,ponte
25,1373-10-01,1373-11-01,Leonardus Corsucci,,Vinarius,1373,Gennaio-Febbraio,,anziano #2,ponte
26,1373-12-01,1374-01-01,Pierus Lippi de Cantone,de Cantone,Corassarius,1373-1374,Marzo-Aprile,,anziano #2,ponte
27,1374-02-01,1374-03-01,Pardus cals. q. Gerardi de Cisanello,de Cisanello,Calsularius,1374,Maggio-Giugno,,anziano #2,ponte
28,1374-04-01,1374-05-01,Anthonius Berlescia,,Coriarius,1374,Luglio-Agosto,,anziano #2,ponte
29,1374-06-01,1374-07-01,Mone Cionnarini,,Tabernarius,1374,Settembre-Ottobre,,anziano #2,ponte
30,1374-08-01,1374-09-01,Ser Macigna Guidonis Macigne,Macigna,Notarius,1374,Novembre-Dicembre,M. ET P. MILES D. PETRUS DE GAMBACURTA etc. NOB. ET POT. VIR D. D. PAULUS ARGENTI COMES DE CAMPELLO DE SPOLETO P. P. ET D. VALLERANUS SUPR. C. P. P. PRO UNO ANNO FINITO DIE XXVI DECEMBRIS ET D. GUILLELMUS DE CASTILIONE ARETINO C. P. P. PRO UNO ANNO INCEPTO DIE SUPRASCRIPTO,anziano #2,ponte
31,1374-10-01,1374-11-01,Pierus Ser Monis,,Faber / Topparius seu Toppaiolus,1374,Gennaio-Febbraio,,anziano #2,ponte
32,1374-12-01,1375-01-01,Pierus Ser Ranerii not. de Morrona not,de Morrona,Notarius,1374-1375,Marzo-Aprile,,anziano #2,ponte
33,1375-02-01,1375-03-01,Pierus Ser Iohannis de Ghessano,de Ghessano,Notarius,1375,Maggio-Giugno,,anziano #2,ponte
34,1375-04-01,1375-05-01,Colus Bonaiuncte Navicantis,,,1375,Luglio-Agosto,,anziano #2,ponte
35,1375-06-01,1375-07-01,Ser Nocchus de Lavaiano,de Lavaino,Notarius,1375,Settembre-Ottobre,,anziano #2,ponte
36,1375-08-01,1375-09-01,Iohannes Tigliantis,,Calthularius,1375,Novembre-Dicembre,M. ET P. MIL. D. PETRUS DE GAMBACURTA etc. ET NOB. ET POT. VIR D. IOANNES CORRADUCCII DE MONTE ROCCHO DE ESCULO MILES ET LEG. DOCT. P. P. ET SUPR. C. P. P. ,anziano #2,ponte
37,1375-10-01,1375-11-01,Perus Cecchi Fatii,,Notarius,1375,Gennaio-Febbraio,M. ET P. MIL. D. PETRUS DE GAMBACURTIS etc. ET HONOR. VIR D. ARCANGELUS D. IACOBI DE INTERANNE C. P. P,anziano #2,ponte
38,1375-12-01,1376-01-01,Ser Bartholomeus de Montefoschuli,de Montefosculi,Notarius,1375-1376,Marzo-Aprile,,anziano #2,ponte
39,1376-02-01,1376-03-01,Puccius Ghinuccii,,Vinarius,1376,Maggio-Giugno,,anziano #2,ponte
40,1376-04-01,1376-05-01,Iohannes Petri Bandelle,,Tabernarius,1376,Luglio-Agosto,,anziano #2,ponte
41,1376-06-01,1376-07-01,Benedictus Fini,,Calthularius,1376,Settembre-Ottobre,,anziano #2,ponte
42,1376-08-01,1376-09-01,Iohannes Ser Nardi de Arena,de Arena,Notarius,1376,Novembre-Dicembre,,anziano #2,ponte
